施設,全回答数,直近30日間の回答数,前の30日間の回答数,伸び率（対前月）,石川県の回答数順位,石川県の回答数順位(直近30日間),商品・サービス満足度,商品・サービス満足度(直近30日間),施設全体満足度,施設全体満足度(直近30日間),旅全体満足度,旅全体満足度(直近30日間),施設の推奨度,推奨者数,非推奨者数,NPS,推奨者数(直近30日間),非推奨者数(直近30日間),NPS(直近30日間),10代,20代,30代,40代,50代,60代,70代,80代,90代,100代,男性,女性,1泊,2泊,3泊,4泊以上,日帰り,自分ひとり,恋人,友人,夫婦2人,団体旅行,親戚,親,職場の同僚,小学生以下連れの家族,中学生以下連れの家族,高校生連れの家族,災害支援,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,100万円未満,100万円以上 200万円未満,200万円以上 300万円未満,300万円以上 400万円未満,400万円以上 500万円未満,500万円以上 600万円未満,600万円以上 700万円未満,700万円以上 800万円未満,800万円以上 900万円未満,"900万円以上 1,000万円未満","1,000万円以上 1,200万円未満","1,200万円以上 1,500万円未満","1,500万円以上",北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
大江戸温泉物語Premium よしのや依緑園,76,2,4,-0.5,48,61,4.455882353,2,4.442857143,2,4.547945205,4.5,8.131578947,42,13,0.3815789474,1,0,0.5,0,0.06578947368,0.06578947368,0.1447368421,0.3815789474,0.2105263158,0.1184210526,0.01315789474,0,0,0.3815789474,0.5789473684,0.7894736842,0.1447368421,0.03947368421,0.02631578947,0,0.1710526316,0.01315789474,0.06578947368,0.3421052632,0.01315789474,0.01315789474,0.1052631579,0.01315789474,0.1052631579,0.06578947368,0,0,0.6578947368,0.7894736842,0.5131578947,0.03947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07894736842,0.07894736842,0.1052631579,0.07894736842,0.07894736842,0.1184210526,0.1315789474,0.1052631579,0.05263157895,0.07894736842,0.03947368421,0.05263157895,0.01315789474,0,0,0,0,0,0.01315789474,0,0.02631578947,0,0.02631578947,0,0.02631578947,0.01315789474,0,0.02631578947,0.09210526316,0.07894736842,0,0,0.07894736842,0.01315789474,0.1052631579,0.01315789474,0.03947368421,0.02631578947,0.2368421053,0.06578947368,0.06578947368,0.01315789474,0,0,0,0,0,0,0,0.01315789474,0,0.01315789474,0,0,0,0,0,0,0
月うさぎの里,76,16,21,-0.2380952381,49,20,4.416666667,3.6875,4.485294118,3.75,4.432432432,4.3125,8,28,14,0.1842105263,5,1,0.25,0.03947368421,0.1184210526,0.3421052632,0.1842105263,0.1842105263,0.1184210526,0.01315789474,0,0,0,0.4078947368,0.5789473684,0.5131578947,0.1052631579,0.07894736842,0.02631578947,0.2763157895,0.05263157895,0.09210526316,0.05263157895,0.25,0.03947368421,0,0.06578947368,0,0.3289473684,0.03947368421,0,0,0.3684210526,0.4342105263,0.4736842105,0.09210526316,0,0,0,0.01315789474,0,0,0,0,0,0,0.06578947368,0,0.02631578947,0.02631578947,0.02631578947,0.03947368421,0.1447368421,0.1710526316,0.2236842105,0.09210526316,0.06578947368,0.02631578947,0.05263157895,0.06578947368,0,0.06578947368,0,0,0,0,0,0,0,0,0,0,0,0,0.06578947368,0.01315789474,0.02631578947,0.07894736842,0.1710526316,0.06578947368,0,0.01315789474,0.06578947368,0,0.1710526316,0.03947368421,0,0.01315789474,0.1447368421,0.06578947368,0.02631578947,0,0,0,0.02631578947,0,0,0.01315789474,0,0,0,0,0,0,0,0,0,0,0
山代温泉　総湯,108,9,21,-0.5714285714,37,31,4.46875,3.555555556,4.484536082,3.777777778,4.542857143,3.777777778,8.12037037,46,14,0.2962962963,2,1,0.1111111111,0.009259259259,0.1388888889,0.2222222222,0.1574074074,0.2962962963,0.1203703704,0.05555555556,0,0,0,0.3981481481,0.5833333333,0.3611111111,0.25,0.05555555556,0.1111111111,0.2222222222,0.1481481481,0.1111111111,0.1203703704,0.2592592593,0.009259259259,0,0.09259259259,0.01851851852,0.1296296296,0,0,0,0.3888888889,0.6574074074,0.6111111111,0.09259259259,0,0,0,0.01851851852,0,0,0,0,0,0,0.03703703704,0,0.0462962963,0.009259259259,0.03703703704,0.09259259259,0.1296296296,0.1481481481,0.1018518519,0.0462962963,0.08333333333,0.06481481481,0.0462962963,0.1296296296,0.0462962963,0.06481481481,0.01851851852,0,0,0.01851851852,0,0,0,0.009259259259,0,0,0.0462962963,0.0462962963,0.08333333333,0.09259259259,0.01851851852,0.05555555556,0.0462962963,0.06481481481,0,0,0.05555555556,0.009259259259,0.1111111111,0,0.05555555556,0.06481481481,0.08333333333,0.03703703704,0,0,0.009259259259,0.009259259259,0.009259259259,0,0,0,0,0.02777777778,0,0.02777777778,0,0,0,0,0,0,0
ポイントバケーション加賀山中,245,14,16,-0.125,15,21,4.36744186,3.857142857,4.377272727,4.214285714,4.41350211,4.571428571,8.020408163,99,38,0.2489795918,4,2,0.1428571429,0,0.01632653061,0.04489795918,0.04489795918,0.187755102,0.4979591837,0.2,0.008163265306,0,0,0.4979591837,0.4448979592,0.2653061224,0.4,0.212244898,0.1183673469,0.004081632653,0.02040816327,0.008163265306,0.0612244898,0.5959183673,0,0.008163265306,0.07755102041,0.004081632653,0.08571428571,0.01632653061,0,0,0.5102040816,0.7714285714,0.5755102041,0.1387755102,0,0,0,0.02857142857,0,0,0,0,0,0,0.06530612245,0,0.004081632653,0.04081632653,0.02857142857,0.08571428571,0.07346938776,0.1714285714,0.1142857143,0.1020408163,0.08571428571,0.04081632653,0.08571428571,0.1224489796,0.02448979592,0.02448979592,0,0,0,0,0,0,0,0.01224489796,0,0.008163265306,0.02448979592,0.03673469388,0.06530612245,0.04897959184,0,0.01224489796,0.02857142857,0.02448979592,0.008163265306,0.01632653061,0.02040816327,0.01224489796,0.1142857143,0.05714285714,0.05714285714,0.0693877551,0.2,0.09387755102,0.04081632653,0.004081632653,0,0,0.01224489796,0.02448979592,0,0,0,0.004081632653,0,0,0,0,0.004081632653,0,0,0,0
湯快リゾート 縁起の宿 矢田屋松濤園,33,0,0,,84,82,4.606060606,,4.5625,,4.575757576,,9.03030303,21,0,0.6363636364,0,0,,0,0.09090909091,0.1212121212,0.1818181818,0.3939393939,0.2121212121,0,0,0,0,0.4242424242,0.5757575758,0.6666666667,0.303030303,0.0303030303,0,0,0.0303030303,0,0,0.3939393939,0,0,0.3333333333,0,0.06060606061,0,0,0,0.7575757576,0.7272727273,0.6363636364,0.09090909091,0,0,0,0.06060606061,0,0,0,0,0,0,0,0,0,0,0,0,0.1515151515,0.0303030303,0.09090909091,0.2424242424,0.1212121212,0.1212121212,0.0303030303,0.1515151515,0.0303030303,0.0303030303,0,0,0,0.0303030303,0,0,0,0,0,0,0,0,0.06060606061,0.0303030303,0.0303030303,0.09090909091,0.0303030303,0.0303030303,0,0,0,0,0.2424242424,0,0,0,0.303030303,0.09090909091,0.0303030303,0.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
法師旅館,229,17,23,-0.2608695652,17,18,4.45049505,4.352941176,4.432038835,4.470588235,4.450892857,4.352941176,8.096069869,108,36,0.3144104803,10,1,0.5294117647,0,0.1091703057,0.1965065502,0.1528384279,0.2227074236,0.231441048,0.08733624454,0,0,0,0.3755458515,0.5982532751,0.5851528384,0.2358078603,0.08733624454,0.08296943231,0.008733624454,0.02620087336,0.07860262009,0.08733624454,0.4148471616,0.008733624454,0.008733624454,0.1266375546,0.01310043668,0.1091703057,0.004366812227,0,0,0.6375545852,0.8165938865,0.5633187773,0.1004366812,0,0,0,0.01310043668,0,0,0,0,0,0,0.03930131004,0,0.008733624454,0.02183406114,0.06113537118,0.096069869,0.1004366812,0.1091703057,0.1004366812,0.07423580786,0.1310043668,0.06113537118,0.05676855895,0.08296943231,0.03056768559,0.07423580786,0.008733624454,0,0,0.004366812227,0,0,0.004366812227,0.004366812227,0.004366812227,0.008733624454,0.01310043668,0.01746724891,0.1135371179,0.06986899563,0.008733624454,0.1135371179,0.06986899563,0.04366812227,0,0,0.02620087336,0.02620087336,0.1266375546,0.01310043668,0.01746724891,0.04366812227,0.1004366812,0.096069869,0.01746724891,0.004366812227,0.004366812227,0,0.01746724891,0.004366812227,0.004366812227,0,0.004366812227,0,0.004366812227,0,0,0,0,0,0,0,0.004366812227
スーパーホテル石川・能美根上スマートインター,34,0,0,,83,83,4.7,,4.625,,4.515151515,,8.235294118,18,6,0.3529411765,0,0,,0.02941176471,0,0.1176470588,0.1764705882,0.5,0.1176470588,0,0.05882352941,0,0,0.4411764706,0.5588235294,0.4705882353,0.2941176471,0.08823529412,0.1470588235,0,0.2058823529,0.08823529412,0,0.2647058824,0,0,0.1176470588,0.08823529412,0.08823529412,0,0,0,0.1470588235,0.1764705882,0.2352941176,0,0,0,0,0.02941176471,0,0,0,0,0,0,0.08823529412,0,0.3235294118,0,0.08823529412,0.02941176471,0.02941176471,0.2352941176,0.1470588235,0.1470588235,0.02941176471,0.1176470588,0.02941176471,0.05882352941,0.02941176471,0.05882352941,0,0,0,0,0,0,0,0,0.05882352941,0,0.02941176471,0.05882352941,0,0.05882352941,0,0,0.08823529412,0,0,0.02941176471,0.02941176471,0.05882352941,0.1764705882,0,0.08823529412,0.05882352941,0.1470588235,0.08823529412,0,0,0,0,0,0,0,0.02941176471,0,0,0,0,0,0,0,0,0,0,0
お花見久兵衛,36,0,1,-1,78,84,4.424242424,,4.484848485,,4.457142857,,7.972222222,19,8,0.3055555556,0,0,,0,0.1111111111,0.2222222222,0.1666666667,0.2222222222,0.1666666667,0.1111111111,0,0,0,0.3611111111,0.6388888889,0.6111111111,0.1944444444,0.1388888889,0,0.05555555556,0.05555555556,0.08333333333,0.1111111111,0.1944444444,0,0,0.1944444444,0,0.3055555556,0.02777777778,0,0,0.6944444444,0.8333333333,0.5833333333,0.1666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02777777778,0.05555555556,0.1388888889,0.1111111111,0.2222222222,0.08333333333,0.02777777778,0.1111111111,0.02777777778,0.1388888889,0.02777777778,0.02777777778,0,0,0,0.02777777778,0,0,0,0,0,0,0,0.05555555556,0.05555555556,0.02777777778,0,0.25,0.05555555556,0.1111111111,0,0,0.02777777778,0.02777777778,0.1111111111,0,0.08333333333,0.05555555556,0.05555555556,0.02777777778,0,0,0,0.02777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
加賀市観光情報センター　KAGA旅・まちネット,60,12,12,0,58,25,4.355555556,4.416666667,4.29787234,4.416666667,4.55,4.75,7.65,24,16,0.1333333333,5,3,0.1666666667,0,0.1166666667,0.2166666667,0.3166666667,0.1666666667,0.08333333333,0.1,0,0,0,0.2666666667,0.7166666667,0.4666666667,0.3,0.08333333333,0.1,0.05,0.15,0.1833333333,0.06666666667,0.2166666667,0,0,0.1666666667,0.01666666667,0.1166666667,0,0,0,0.6666666667,0.6833333333,0.65,0.15,0,0,0,0.06666666667,0,0,0,0,0,0,0.03333333333,0,0.01666666667,0.05,0.01666666667,0.1,0.15,0.06666666667,0.15,0.06666666667,0.06666666667,0.01666666667,0.01666666667,0.1,0.1333333333,0.06666666667,0,0.03333333333,0,0,0,0,0,0.01666666667,0,0,0.01666666667,0.03333333333,0.25,0.05,0,0.05,0.05,0.05,0,0.03333333333,0.03333333333,0,0.03333333333,0.06666666667,0,0.01666666667,0.15,0.08333333333,0.03333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
九谷セラミック・ラボラトリー（CERABO KUTANI）,42,0,4,-1,72,85,4.525,,4.657894737,,4.69047619,,8.357142857,19,6,0.3095238095,0,0,,0.04761904762,0.2380952381,0.2142857143,0.2142857143,0.2619047619,0.02380952381,0,0,0,0,0.4047619048,0.5952380952,0.4761904762,0.2142857143,0.07142857143,0.119047619,0.119047619,0.04761904762,0.1666666667,0.2142857143,0.09523809524,0.07142857143,0,0.07142857143,0.1666666667,0.07142857143,0,0,0,0.2619047619,0.5714285714,0.5952380952,0.02380952381,0,0,0,0.02380952381,0,0,0,0,0,0,0.04761904762,0,0.07142857143,0.04761904762,0.02380952381,0.119047619,0.1666666667,0.07142857143,0.07142857143,0.07142857143,0.09523809524,0.02380952381,0.09523809524,0.09523809524,0.02380952381,0.09523809524,0.02380952381,0,0,0,0,0,0,0,0,0,0.02380952381,0.2619047619,0.1428571429,0.07142857143,0,0.02380952381,0.1428571429,0.02380952381,0,0,0,0,0.04761904762,0,0.07142857143,0.04761904762,0.04761904762,0,0,0,0,0,0.04761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02380952381
トレインパーク白山,357,31,53,-0.4150943396,12,10,4.512345679,4.419354839,4.511904762,4.35483871,4.53372434,4.322580645,8.302521008,169,42,0.3557422969,18,2,0.5161290323,0.005602240896,0.08683473389,0.3865546218,0.2913165266,0.1568627451,0.05602240896,0.01680672269,0,0,0,0.4537815126,0.5266106443,0.218487395,0.1960784314,0.09803921569,0.1036414566,0.3837535014,0.07843137255,0.03921568627,0.02801120448,0.0700280112,0.008403361345,0,0.04481792717,0.005602240896,0.6778711485,0,0,0,0.1204481793,0.1484593838,0.3361344538,0.04201680672,0,0,0,0.05602240896,0,0,0,0,0,0,0.04761904762,0,0.02521008403,0.02521008403,0.03081232493,0.04761904762,0.08403361345,0.1344537815,0.1316526611,0.1148459384,0.106442577,0.08683473389,0.0756302521,0.08403361345,0.03081232493,0.04761904762,0.002801120448,0,0,0.005602240896,0,0.002801120448,0,0,0.01120448179,0,0.03361344538,0.02240896359,0.1148459384,0.03641456583,0.01400560224,0.1092436975,0.2352941176,0.07843137255,0,0.01120448179,0.02521008403,0.005602240896,0.09803921569,0.002801120448,0.01960784314,0.02521008403,0.05322128852,0.05322128852,0.01120448179,0,0,0.005602240896,0.002801120448,0.002801120448,0.002801120448,0,0,0,0,0.008403361345,0.002801120448,0,0,0.002801120448,0,0,0
のとや,45,7,4,0.75,68,34,4.585365854,4.714285714,4.55,4.714285714,4.545454545,4.857142857,8.133333333,21,8,0.2888888889,5,0,0.7142857143,0.04444444444,0.08888888889,0.1777777778,0.08888888889,0.3555555556,0.1555555556,0.08888888889,0,0,0,0.3111111111,0.6222222222,0.7111111111,0.2222222222,0.04444444444,0.02222222222,0,0,0.04444444444,0.06666666667,0.4666666667,0.1111111111,0,0.2,0,0.06666666667,0,0,0,0.6444444444,0.8,0.5777777778,0.04444444444,0,0,0,0.02222222222,0,0,0,0,0,0,0,0,0,0.04444444444,0.06666666667,0.08888888889,0.1555555556,0.08888888889,0.04444444444,0.08888888889,0.02222222222,0.04444444444,0.06666666667,0.1333333333,0.06666666667,0.08888888889,0,0,0,0,0.02222222222,0,0,0,0,0,0,0.02222222222,0.04444444444,0,0.02222222222,0.1333333333,0.1777777778,0,0,0,0.04444444444,0.02222222222,0.1333333333,0.04444444444,0,0.06666666667,0.1333333333,0.06666666667,0,0,0,0,0.02222222222,0.04444444444,0,0,0,0,0,0,0,0,0,0,0,0,0
小松カントリークラブ,40,2,11,-0.8181818182,76,62,4.611111111,4.5,4.611111111,5,4.702702703,5,8.275,18,5,0.325,1,1,0,0,0.025,0.125,0.225,0.45,0.15,0.025,0,0,0,0.725,0.275,0.4,0.05,0.075,0.05,0.425,0.1,0.2,0.2,0.05,0.15,0,0,0.275,0,0,0,0,0.175,0.35,0.175,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.075,0,0,0.025,0.025,0.05,0.125,0.15,0.1,0.15,0.1,0.05,0.075,0.15,0,0,0,0,0,0,0,0,0,0,0,0.025,0.175,0.05,0,0.1,0.325,0.075,0,0,0.05,0.025,0,0.025,0.025,0.025,0.025,0.05,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大江戸温泉物語 山中彩朝楽,55,6,15,-0.6,60,40,4.392156863,4.5,4.37254902,4.5,4.358490566,4.5,7.927272727,21,11,0.1818181818,4,0,0.6666666667,0,0.03636363636,0.2,0.1090909091,0.2727272727,0.3090909091,0.07272727273,0,0,0,0.5454545455,0.4363636364,0.7818181818,0.2,0.01818181818,0,0,0.1636363636,0.05454545455,0.05454545455,0.4,0,0,0.09090909091,0.01818181818,0.09090909091,0,0,0,0.6545454545,0.8363636364,0.2909090909,0.1636363636,0,0,0,0,0,0,0,0,0,0,0.01818181818,0,0.05454545455,0.01818181818,0.05454545455,0.1454545455,0.1090909091,0.2363636364,0.09090909091,0.1272727273,0.05454545455,0.09090909091,0.01818181818,0.03636363636,0.01818181818,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818,0,0.01818181818,0,0.07272727273,0.1090909091,0.09090909091,0,0.03636363636,0.01818181818,0.01818181818,0.09090909091,0,0.05454545455,0.1454545455,0.2363636364,0.03636363636,0,0,0,0,0,0,0,0,0.03636363636,0,0,0.01818181818,0,0,0,0,0,0,0
大江戸温泉物語Premium 山中グランドホテル,125,30,29,0.03448275862,30,11,4.453781513,4.166666667,4.453781513,4.366666667,4.5,3.933333333,7.968,54,23,0.248,14,6,0.2666666667,0.024,0.064,0.184,0.192,0.184,0.288,0.056,0.008,0,0,0.392,0.592,0.864,0.08,0.008,0.008,0.04,0.048,0.024,0.144,0.232,0,0.008,0.096,0.008,0.28,0,0,0,0.648,0.776,0.416,0.048,0,0,0,0,0,0,0,0,0,0,0.008,0,0.008,0.04,0.04,0.088,0.128,0.104,0.096,0.136,0.112,0.096,0.04,0.048,0.032,0.04,0,0,0,0,0,0,0,0,0,0,0,0.024,0.008,0.008,0.008,0.216,0.224,0.128,0,0.016,0.064,0.008,0.08,0.016,0.056,0.04,0.072,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
大江戸温泉物語Premium 山下家,232,67,71,-0.05633802817,16,3,4.393203883,4.119402985,4.390243902,4.223880597,4.428571429,4.313432836,7.935344828,96,42,0.2327586207,29,15,0.2089552239,0.03017241379,0.0775862069,0.1120689655,0.1293103448,0.2025862069,0.2974137931,0.1379310345,0.01293103448,0,0,0.4181034483,0.5732758621,0.8318965517,0.09051724138,0.0474137931,0.008620689655,0.02155172414,0.05603448276,0.03017241379,0.1293103448,0.3663793103,0.02155172414,0.004310344828,0.1293103448,0.008620689655,0.125,0,0,0,0.7025862069,0.7586206897,0.5603448276,0.06465517241,0,0,0,0,0,0,0,0,0,0,0.04310344828,0,0.008620689655,0.008620689655,0.04310344828,0.1163793103,0.1767241379,0.1637931034,0.09913793103,0.09051724138,0.05172413793,0.07327586207,0.05603448276,0.0775862069,0.02155172414,0.02155172414,0,0,0,0,0,0,0,0.004310344828,0,0,0.02586206897,0.008620689655,0.02155172414,0.008620689655,0.01724137931,0.1163793103,0.1206896552,0.09913793103,0,0.02155172414,0.06465517241,0.01293103448,0.09051724138,0.03448275862,0.06034482759,0.05603448276,0.1163793103,0.04310344828,0.02586206897,0.008620689655,0.004310344828,0,0.004310344828,0.01293103448,0,0.008620689655,0.004310344828,0,0,0.004310344828,0,0,0.004310344828,0,0,0,0
大江戸温泉物語 あわづグランドホテル,125,27,37,-0.2702702703,31,13,4.234234234,3.592592593,4.201923077,3.777777778,4.389830508,4.333333333,7.384,36,31,0.04,9,5,0.1481481481,0.024,0.056,0.272,0.216,0.248,0.152,0.024,0.008,0,0,0.464,0.528,0.832,0.136,0.024,0,0.008,0.048,0.064,0.048,0.24,0.024,0,0.136,0.008,0.368,0,0,0,0.664,0.712,0.648,0.024,0,0,0,0.008,0,0,0,0,0,0,0.032,0,0,0.024,0.024,0.072,0.12,0.12,0.072,0.12,0.152,0.096,0.064,0.08,0.008,0.048,0,0,0,0,0,0,0,0,0.008,0,0.016,0,0.008,0,0.024,0.12,0.144,0.2,0,0.008,0.056,0,0.096,0.024,0.12,0.024,0.072,0.064,0,0,0,0,0,0,0,0,0.008,0.008,0,0,0,0,0,0,0,0,0
大江戸温泉物語 山代彩朝楽,45,8,10,-0.2,69,33,4.171428571,3.625,4.171428571,3.75,4.195121951,4.375,6.666666667,4,15,-0.2444444444,0,3,-0.375,0.02222222222,0.04444444444,0.2,0.1777777778,0.2444444444,0.2,0.1111111111,0,0,0,0.5777777778,0.3777777778,0.7777777778,0.06666666667,0.08888888889,0.04444444444,0.02222222222,0.06666666667,0.06666666667,0.1333333333,0.3777777778,0,0,0.06666666667,0.04444444444,0.1555555556,0,0,0,0.5777777778,0.7111111111,0.4222222222,0.1333333333,0,0,0,0,0,0,0,0,0,0,0.02222222222,0,0.08888888889,0.06666666667,0.02222222222,0.1111111111,0.08888888889,0.1555555556,0.1333333333,0.04444444444,0.1333333333,0.06666666667,0.02222222222,0.04444444444,0.06666666667,0.04444444444,0,0,0,0,0,0,0,0,0.02222222222,0,0.02222222222,0,0.06666666667,0.06666666667,0.04444444444,0.2,0.2444444444,0.1111111111,0,0,0.04444444444,0.02222222222,0.04444444444,0.02222222222,0.02222222222,0.04444444444,0.02222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
のと里山空港,77,4,2,1,46,49,4.307692308,4.5,4.323076923,4.5,4.722222222,5,8.486842105,40,10,0.3896103896,3,0,0.75,0,0.1688311688,0.1688311688,0.2337662338,0.2467532468,0.1558441558,0.02597402597,0,0,0,0.3766233766,0.5844155844,0.2727272727,0.2987012987,0.1038961039,0.2207792208,0.1038961039,0.2337662338,0.05194805195,0.2207792208,0.1948051948,0.05194805195,0,0.06493506494,0.03896103896,0.07792207792,0.01298701299,0,0,0.1558441558,0.2337662338,0.5324675325,0.06493506494,0,0,0,0.1298701299,0,0,0,0,0,0,0.01298701299,0,0.07792207792,0.03896103896,0.01298701299,0.1428571429,0.06493506494,0.1038961039,0.1428571429,0.09090909091,0.03896103896,0.05194805195,0.06493506494,0.1428571429,0.05194805195,0.05194805195,0,0,0,0,0,0,0.01298701299,0.01298701299,0,0,0.09090909091,0.03896103896,0.4285714286,0.1428571429,0,0.02597402597,0.07792207792,0.01298701299,0,0.01298701299,0.01298701299,0.01298701299,0.01298701299,0,0,0,0.05194805195,0.02597402597,0,0,0,0.01298701299,0,0,0,0,0,0.01298701299,0,0,0,0,0,0,0,0,0
能登食祭市場,125,3,8,-0.625,32,57,4.504273504,4.333333333,4.491525424,4.333333333,4.535714286,4.666666667,8.392,73,21,0.416,1,0,0.3333333333,0.016,0.24,0.208,0.08,0.2,0.208,0.048,0,0,0,0.4,0.584,0.288,0.312,0.088,0.024,0.288,0.08,0.152,0.176,0.288,0.024,0,0.112,0.016,0.056,0.032,0,0,0.208,0.4,0.664,0.064,0,0,0,0.064,0,0,0,0,0,0,0.064,0,0.024,0.096,0.04,0.112,0.128,0.112,0.104,0.04,0.08,0.08,0.072,0.072,0.032,0.032,0,0,0,0,0,0.008,0.008,0.008,0,0.008,0.04,0.048,0.152,0.088,0.008,0.144,0.128,0.032,0,0.024,0.016,0,0.064,0.008,0.008,0.024,0.128,0.008,0.008,0,0.032,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0
加賀屋,44,0,0,,70,86,4.568181818,,4.477272727,,,,9.045454545,28,0,0.6363636364,0,0,,0,0.04545454545,0.1818181818,0.3409090909,0.1818181818,0.1818181818,0.04545454545,0.02272727273,0,0,0.3863636364,0.5909090909,0.5,0.3409090909,0.06818181818,0.09090909091,0,0.02272727273,0.1363636364,0.1363636364,0.25,0.02272727273,0.02272727273,0.1818181818,0,0.1136363636,0.02272727273,0,0,0.6363636364,0.7954545455,0.7272727273,0.09090909091,0,0,0,0.02272727273,0,0,0,0,0,0,0.06818181818,0,0.02272727273,0,0.02272727273,0.06818181818,0.1590909091,0.1363636364,0.09090909091,0.1136363636,0.1136363636,0.06818181818,0.04545454545,0.1136363636,0.02272727273,0.04545454545,0,0,0,0.02272727273,0,0,0,0,0.04545454545,0,0.04545454545,0.02272727273,0.1363636364,0.04545454545,0.02272727273,0.04545454545,0.1136363636,0.04545454545,0,0.1136363636,0.06818181818,0,0.06818181818,0,0,0.02272727273,0.06818181818,0,0,0,0,0,0.04545454545,0,0.02272727273,0,0,0.02272727273,0,0.02272727273,0,0,0,0,0,0,0
千里浜レストハウス,179,49,8,5.125,23,5,4.47826087,4,4.47826087,3.959183673,4.602564103,4.12244898,8.357541899,95,27,0.3798882682,27,10,0.3469387755,0.02234636872,0.08379888268,0.156424581,0.1452513966,0.3016759777,0.2122905028,0.0782122905,0,0,0,0.4134078212,0.5642458101,0.2681564246,0.3687150838,0.0782122905,0.0782122905,0.2067039106,0.1229050279,0.08379888268,0.1508379888,0.2681564246,0.04469273743,0,0.1005586592,0.02234636872,0.1005586592,0,0,0,0.1452513966,0.3240223464,0.530726257,0.05586592179,0,0,0,0.06703910615,0,0,0,0,0,0,0.1284916201,0,0.02234636872,0.06703910615,0.04469273743,0.06145251397,0.1340782123,0.09497206704,0.1117318436,0.1396648045,0.0782122905,0.04469273743,0.06145251397,0.04469273743,0.03351955307,0.08379888268,0.005586592179,0,0,0,0,0.005586592179,0.01117318436,0.03910614525,0.01117318436,0.01117318436,0.05586592179,0.05586592179,0.1731843575,0.1061452514,0.01117318436,0.06703910615,0.1396648045,0.01675977654,0,0.03351955307,0.005586592179,0,0.06703910615,0.005586592179,0.02793296089,0.02234636872,0.05586592179,0.03910614525,0.01117318436,0.005586592179,0.005586592179,0,0.005586592179,0,0.005586592179,0,0,0,0,0,0,0,0,0,0,0,0
道の駅のと千里浜,73,4,3,0.3333333333,51,50,4.565217391,4.75,4.549295775,4.75,4.641509434,4.75,8.602739726,40,6,0.4657534247,3,0,0.75,0.01369863014,0.08219178082,0.2876712329,0.2191780822,0.2054794521,0.1095890411,0.08219178082,0,0,0,0.3835616438,0.5753424658,0.2191780822,0.2465753425,0.05479452055,0.1506849315,0.3287671233,0.1232876712,0.08219178082,0.08219178082,0.3698630137,0.01369863014,0.02739726027,0.1506849315,0.06849315068,0.05479452055,0,0,0,0.1506849315,0.3287671233,0.6164383562,0.1369863014,0,0,0,0.06849315068,0,0,0,0,0,0,0.2465753425,0,0.06849315068,0.05479452055,0.06849315068,0.1095890411,0.1095890411,0.1232876712,0.1506849315,0.1369863014,0.05479452055,0.04109589041,0.01369863014,0.04109589041,0.08219178082,0.01369863014,0.01369863014,0,0,0,0.02739726027,0,0.01369863014,0.02739726027,0,0.01369863014,0.01369863014,0.01369863014,0.09589041096,0.1232876712,0.01369863014,0.08219178082,0.2328767123,0.01369863014,0,0.02739726027,0.01369863014,0.01369863014,0.1095890411,0.01369863014,0.01369863014,0.01369863014,0.04109589041,0.02739726027,0.01369863014,0,0,0,0,0,0,0,0,0,0,0.01369863014,0,0,0,0.01369863014,0,0,0
