日付,TIF,移動元,移動先,回答数
2025-01-02,福井,あわら温泉「芦湯」,あわら湯のまち エリア,1
2025-01-02,福井,あわら温泉「芦湯」,福井駅前 エリア,1
2025-01-02,福井,あわら湯のまち エリア,丸岡城,1
2025-01-02,福井,あわら湯のまち エリア,越前大野城,1
2025-01-02,福井,かつやま恐竜の森 エリア,一乗谷朝倉氏遺跡,1
2025-01-02,福井,かつやま恐竜の森 エリア,福井駅,1
2025-01-02,福井,メタセコイア並木（滋賀県）,道の駅「三方五湖」  エリア,1
2025-01-02,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2025-01-02,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2025-01-02,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,2
2025-01-02,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2025-01-02,福井,三国サンセットビーチ,三国湊 エリア,1
2025-01-02,福井,三国湊 エリア,福井県立恐竜博物館,1
2025-01-02,福井,三方五湖,JR美浜駅 エリア,1
2025-01-02,福井,丸岡城 エリア,越前松島水族館,1
2025-01-02,福井,大本山 永平寺 エリア,氣比神宮,1
2025-01-02,福井,大本山 永平寺 エリア,福井駅,1
2025-01-02,福井,大本山永平寺,かつやま恐竜の森 エリア,2
2025-01-02,福井,大本山永平寺,大本山 永平寺 エリア,2
2025-01-02,福井,大本山永平寺,小浜市 阿納 エリア,2
2025-01-02,福井,大本山永平寺,福井駅前 エリア（宿泊施設）,1
2025-01-02,福井,大本山永平寺,道の駅「若狭おばま」 エリア,1
2025-01-02,福井,小浜市 阿納 エリア,明通寺,1
2025-01-02,福井,小浜市 阿納 エリア,福井県年縞博物館,1
2025-01-02,福井,敦賀赤レンガ倉庫,若狭高浜 エリア,1
2025-01-02,福井,東尋坊,大本山 永平寺 エリア,2
2025-01-02,福井,氣比神宮,道の駅「南えちぜん山海里」 エリア,1
2025-01-02,福井,熊川宿,うみんぴあ大飯 エリア,1
2025-01-02,福井,熊川宿 エリア,メタセコイア並木（滋賀県）,1
2025-01-02,福井,福井県立恐竜博物館,あわら湯のまち エリア,1
2025-01-02,福井,福井県立恐竜博物館,大本山 永平寺 エリア,2
2025-01-02,福井,福井県立恐竜博物館,福井駅前 エリア,1
2025-01-02,福井,福井駅,あわら湯のまち エリア,2
2025-01-02,福井,福井駅前 エリア,敦賀赤レンガ倉庫,1
2025-01-02,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2025-01-02,福井,越前そばの里,越前そばの里 エリア,1
2025-01-02,福井,越前大仏,かつやま恐竜の森 エリア,1
2025-01-02,福井,越前大野城,越前そばの里 エリア,1
2025-01-02,福井,越前大野城,越前大野城・城下町 エリア,1
2025-01-02,福井,道の駅「三方五湖」,熊川宿 エリア,1
2025-01-02,福井,道の駅「三方五湖」  エリア,福井県海浜自然センター,1
2025-01-02,福井,道の駅「恐竜渓谷かつやま」,道の駅「越前おおの荒島の郷」 エリア,1
2025-01-02,福井,道の駅「恐竜渓谷かつやま」 エリア,道の駅「越前おおの荒島の郷」,1
2025-01-02,福井,道の駅「若狭おばま」 エリア,若狭和田ビーチ,1
2025-01-02,福井,道の駅「越前おおの荒島の郷」 エリア,はたや記念館 ゆめおーれ勝山,1
2025-01-03,石川,片山津温泉,小松空港,1
2025-01-03,福井,JR美浜駅 エリア,敦賀駅,1
2025-01-03,福井,あわら湯のまち エリア,丸岡城,1
2025-01-03,福井,かつやま恐竜の森 エリア,福井県立恐竜博物館,1
2025-01-03,福井,かつやま恐竜の森 エリア,道の駅「越前おおの荒島の郷」,1
2025-01-03,福井,ふれあいパーク三里浜(道の駅「みくに」),道の駅「越前」 エリア,1
2025-01-03,福井,一乗谷朝倉氏遺跡,かつやま恐竜の森 エリア,1
2025-01-03,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2025-01-03,福井,一乗谷朝倉氏遺跡,道の駅「越前」 エリア,1
2025-01-03,福井,一乗谷朝倉氏遺跡 エリア,越前大仏,1
2025-01-03,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2025-01-03,福井,三国サンセットビーチ,三国湊 エリア,1
2025-01-03,福井,三国湊 エリア,東尋坊,1
2025-01-03,福井,三国湊 エリア,越前大野城,1
2025-01-03,福井,丸岡城,JR芦原温泉駅 エリア,1
2025-01-03,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,1
2025-01-03,福井,丸岡城,三国湊 エリア,2
2025-01-03,福井,丸岡城,道の駅みくに ふれあいパーク三里浜 エリア,1
2025-01-03,福井,劔神社,道の駅「越前」 エリア,1
2025-01-03,福井,北の庄城址・柴田公園,あわら湯のまち エリア,1
2025-01-03,福井,大本山 永平寺 エリア,丸岡城,1
2025-01-03,福井,大本山永平寺,日本海さかな街 エリア,1
2025-01-03,福井,大本山永平寺,越前海岸 越前岬 エリア,1
2025-01-03,福井,小浜市 阿納 エリア,レインボーライン,1
2025-01-03,福井,日本海さかな街 エリア,越前大野城,1
2025-01-03,福井,明通寺,道の駅「若狭おばま」 エリア,1
2025-01-03,福井,明通寺 エリア,丸岡城,1
2025-01-03,福井,明通寺 エリア,氣比神宮,1
2025-01-03,福井,東尋坊,かつやま恐竜の森 エリア,1
2025-01-03,福井,氣比神宮,大本山 永平寺 エリア,2
2025-01-03,福井,福井県年縞博物館,道の駅「三方五湖」  エリア,2
2025-01-03,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,3
2025-01-03,福井,福井県立恐竜博物館,一乗谷朝倉氏遺跡 エリア,1
2025-01-03,福井,福井県立恐竜博物館,大本山 永平寺 エリア,1
2025-01-03,福井,福井県立恐竜博物館,東尋坊 エリア,1
2025-01-03,福井,福井県立恐竜博物館,道の駅「越前」 エリア,2
2025-01-03,福井,福井県立恐竜博物館,道の駅「越前おおの荒島の郷」 エリア,1
2025-01-03,福井,福井駅,福井駅前 エリア,1
2025-01-03,福井,越前大仏,はたや記念館 ゆめおーれ勝山 エリア,1
2025-01-03,福井,越前大仏,道の駅「南えちぜん山海里」 エリア,1
2025-01-03,福井,道の駅「シーサイド高浜」,道の駅「三方五湖」  エリア,1
2025-01-03,福井,道の駅「三方五湖」,JR美浜駅 エリア,1
2025-01-03,福井,道の駅「三方五湖」,明通寺 エリア,1
2025-01-03,福井,道の駅「三方五湖」  エリア,敦賀駅,1
2025-01-03,福井,道の駅「若狭おばま」,JR美浜駅 エリア,1
2025-01-03,福井,道の駅「若狭おばま」 エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2025-01-03,福井,道の駅「越前」 エリア,福井県立恐竜博物館,1
2025-01-03,福井,道の駅「越前」 エリア,越前大野城,1
2025-01-03,福井,道の駅「越前」 エリア,越前松島水族館,1
2025-01-03,福井,道の駅「越前」 エリア,越前水仙の里公園,1
2025-01-03,福井,道の駅「越前おおの荒島の郷」 エリア,氣比神宮,1
2025-01-04,石川,のとじま水族館,和倉温泉,1
2025-01-04,石川,兼六園,法師旅館,1
2025-01-04,石川,金沢中央観光案内所,武家屋敷,1
2025-01-04,福井,あわら温泉「芦湯」,あわら湯のまち エリア,2
2025-01-04,福井,あわら温泉街,道の駅みくに ふれあいパーク三里浜 エリア,1
2025-01-04,福井,あわら湯のまち エリア,あわら温泉街,1
2025-01-04,福井,あわら湯のまち エリア,一乗谷朝倉氏遺跡,1
2025-01-04,福井,あわら湯のまち エリア,丸岡城,1
2025-01-04,福井,あわら湯のまち エリア,大本山永平寺,1
2025-01-04,福井,あわら湯のまち エリア,福井県立恐竜博物館,2
2025-01-04,福井,あわら湯のまち エリア,福井駅,1
2025-01-04,福井,かつやま恐竜の森 エリア,一乗谷朝倉氏遺跡,1
2025-01-04,福井,かつやま恐竜の森 エリア,東尋坊,1
2025-01-04,福井,かつやま恐竜の森 エリア,越前大仏,1
2025-01-04,福井,かつやま恐竜の森 エリア,道の駅「九頭竜・和泉ふれあい会館」,1
2025-01-04,福井,ふれあいパーク三里浜(道の駅「みくに」),丸岡城 エリア,1
2025-01-04,福井,スキージャム勝山,越前そばの里 エリア,1
2025-01-04,福井,一乗谷朝倉氏遺跡,丸岡城 エリア,1
2025-01-04,福井,一乗谷朝倉氏遺跡,熊川宿 エリア,1
2025-01-04,福井,丸岡城,かつやま恐竜の森 エリア,2
2025-01-04,福井,丸岡城,丸岡城 エリア,1
2025-01-04,福井,丸岡城 エリア,福井県立恐竜博物館,1
2025-01-04,福井,北の庄城址・柴田公園,かつやま恐竜の森 エリア,1
2025-01-04,福井,大本山 永平寺 エリア,大本山永平寺,1
2025-01-04,福井,大本山 永平寺 エリア,越前松島水族館,1
2025-01-04,福井,大本山永平寺,あわら湯のまち エリア,1
2025-01-04,福井,大本山永平寺,大本山 永平寺 エリア,2
2025-01-04,福井,小浜市 阿納 エリア,福井県立恐竜博物館,1
2025-01-04,福井,小浜町並み保存資料館,小浜市 阿納 エリア,1
2025-01-04,福井,平泉寺白山神社 エリア,丸岡城,1
2025-01-04,福井,平泉寺白山神社 エリア,越前大仏,1
2025-01-04,福井,敦賀赤レンガ倉庫,日本海さかな街 エリア,1
2025-01-04,福井,敦賀駅,大本山 永平寺 エリア,1
2025-01-04,福井,日本海さかな街 エリア,丸岡城,1
2025-01-04,福井,明通寺 エリア,敦賀赤レンガ倉庫,1
2025-01-04,福井,東尋坊,あわら湯のまち エリア,2
2025-01-04,福井,武生駅 エリア,岡太神社・大瀧神社,1
2025-01-04,福井,氣比神宮,JR敦賀駅前 エリア,1
2025-01-04,福井,氣比神宮,小浜市 阿納 エリア,1
2025-01-04,福井,氣比神宮,日本海さかな街 エリア,1
2025-01-04,福井,氣比神宮,越前そばの里 エリア,1
2025-01-04,福井,氣比神宮,道の駅「南えちぜん山海里」 エリア,1
2025-01-04,福井,氣比神宮,金ヶ崎 エリア,1
2025-01-04,福井,熊川宿 エリア,道の駅「若狭おばま」,1
2025-01-04,福井,白山平泉寺歴史探遊館 まほろば,平泉寺白山神社 エリア,1
2025-01-04,福井,福井県立恐竜博物館,大本山 永平寺 エリア,1
2025-01-04,福井,福井県立恐竜博物館,福井駅前 エリア,1
2025-01-04,福井,福井県立恐竜博物館,道の駅「恐竜渓谷かつやま」 エリア,1
2025-01-04,福井,福井駅,かつやま恐竜の森 エリア,1
2025-01-04,福井,若狭歴史博物館,熊川宿 エリア,1
2025-01-04,福井,西山動物園,越前そばの里 エリア,1
2025-01-04,福井,越前がにミュージアム,越前そばの里 エリア,2
2025-01-04,福井,越前そばの里 エリア,敦賀赤レンガ倉庫,1
2025-01-04,福井,越前そばの里 エリア,日本海さかな街,1
2025-01-04,福井,越前そばの里 エリア,道の駅「南えちぜん山海里」,1
2025-01-04,福井,越前大仏,かつやま恐竜の森 エリア,1
2025-01-04,福井,越前大仏,越前大仏 エリア,1
2025-01-04,福井,越前大野城,かつやま恐竜の森 エリア,1
2025-01-04,福井,越前大野城,平泉寺白山神社 エリア,1
2025-01-04,福井,越前大野城,越前そばの里 エリア,1
2025-01-04,福井,越前水仙の里公園,道の駅「越前」 エリア,1
2025-01-04,福井,道の駅「南えちぜん山海里」 エリア,めがねミュージアム,1
2025-01-04,福井,道の駅「南えちぜん山海里」 エリア,大本山永平寺,1
2025-01-04,福井,道の駅「若狭おばま」,道の駅「南えちぜん山海里」 エリア,1
2025-01-04,福井,道の駅「若狭熊川宿」,道の駅「若狭おばま」 エリア,1
2025-01-04,福井,道の駅「越前おおの荒島の郷」,道の駅「越前おおの荒島の郷」 エリア,1
2025-01-04,福井,道の駅「越前おおの荒島の郷」 エリア,道の駅「禅の里」,1
2025-01-04,福井,道の駅みくに ふれあいパーク三里浜 エリア,あわら温泉「芦湯」,1
2025-01-04,福井,金ヶ崎,金ヶ崎 エリア,1
2025-01-04,福井,金ヶ崎 エリア,気比の松原海水浴場,1
2025-01-05,福井,JR美浜駅 エリア,日本海さかな街,1
2025-01-05,福井,あわら温泉街,大本山 永平寺 エリア,1
2025-01-05,福井,あわら湯のまち エリア,東尋坊,1
2025-01-05,福井,あわら湯のまち エリア,福井県立恐竜博物館,1
2025-01-05,福井,うみんぴあ大飯 エリア,福井県こども家族館,1
2025-01-05,福井,かつやま恐竜の森 エリア,東尋坊,1
2025-01-05,福井,かつやま恐竜の森 エリア,福井駅,1
2025-01-05,福井,かつやま恐竜の森 エリア,越前大仏,1
2025-01-05,福井,ふれあいパーク三里浜(道の駅「みくに」),あわら湯のまち エリア,1
2025-01-05,福井,エルガイアおおい,うみんぴあ大飯 エリア,1
2025-01-05,福井,スキージャム勝山,越前そばの里 エリア,1
2025-01-05,福井,レインボーライン,小浜市 阿納 エリア,1
2025-01-05,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2025-01-05,福井,一乗谷朝倉氏遺跡,福井駅前 エリア（宿泊施設）,1
2025-01-05,福井,一乗谷朝倉氏遺跡,道の駅「恐竜渓谷かつやま」 エリア,1
2025-01-05,福井,一乗谷朝倉氏遺跡,道の駅「越前おおの荒島の郷」 エリア,1
2025-01-05,福井,一乗谷朝倉氏遺跡 エリア,越前がにミュージアム,2
2025-01-05,福井,丸岡城,紫式部公園 エリア,1
2025-01-05,福井,北の庄城址・柴田公園,道の駅「南えちぜん山海里」 エリア,1
2025-01-05,福井,吉崎御坊跡,東尋坊 エリア,2
2025-01-05,福井,大本山 永平寺 エリア,白山平泉寺歴史探遊館 まほろば,1
2025-01-05,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2025-01-05,福井,大本山永平寺,まちの市場 こってコテいけだ エリア,1
2025-01-05,福井,大本山永平寺,一乗谷朝倉氏遺跡 エリア,2
2025-01-05,福井,小浜市 阿納 エリア,御食国若狭おばま食文化館,1
2025-01-05,福井,山代温泉（石川県）,丸岡城 エリア,2
2025-01-05,福井,岡太神社・大瀧神社,東尋坊 エリア,1
2025-01-05,福井,敦賀赤レンガ倉庫,JR美浜駅 エリア,1
2025-01-05,福井,敦賀赤レンガ倉庫,道の駅「南えちぜん山海里」 エリア,1
2025-01-05,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2025-01-05,福井,東尋坊,あわら湯のまち エリア,1
2025-01-05,福井,東尋坊 エリア,大本山永平寺,1
2025-01-05,福井,氣比神宮,金ヶ崎 エリア,1
2025-01-05,福井,神楽通り エリア,敦賀赤レンガ倉庫,1
2025-01-05,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2025-01-05,福井,福井県立恐竜博物館,東尋坊 エリア,1
2025-01-05,福井,福井県立恐竜博物館,花の駅 ゆりの里公園 エリア,1
2025-01-05,福井,福井県立恐竜博物館,越前そばの里 エリア,1
2025-01-05,福井,福井駅前 エリア（宿泊施設）,福井県立恐竜博物館,1
2025-01-05,福井,紫式部公園 エリア,岡太神社・大瀧神社,1
2025-01-05,福井,花の駅 ゆりの里公園 エリア,福井県立恐竜博物館,1
2025-01-05,福井,越前がにミュージアム,大本山 永平寺 エリア,1
2025-01-05,福井,越前がにミュージアム,越前そばの里 エリア,1
2025-01-05,福井,越前がにミュージアム,道の駅「恐竜渓谷かつやま」 エリア,1
2025-01-05,福井,越前そばの里 エリア,丸岡城,2
2025-01-05,福井,越前そばの里 エリア,御誕生寺,1
2025-01-05,福井,越前打刃物会館,越前そばの里 エリア,1
2025-01-05,福井,越前松島水族館,丸岡城 エリア,1
2025-01-05,福井,道の駅「恐竜渓谷かつやま」 エリア,福井県立恐竜博物館,1
2025-01-05,福井,道の駅「越前おおの荒島の郷」,道の駅「禅の里」 エリア,1
2025-01-06,石川,小松市観光交流センター Komatsu九,小松空港,1
2025-01-06,石川,金沢駅,小松市観光交流センター Komatsu九,1
2025-01-06,福井,あわら温泉街,かつやま恐竜の森 エリア,1
2025-01-06,福井,かつやま恐竜の森 エリア,越前そばの里,1
2025-01-06,福井,丸岡城,大本山 永平寺 エリア,1
2025-01-06,福井,丸岡城,花の駅 ゆりの里公園 エリア,1
2025-01-06,福井,劔神社,越前そばの里 エリア,1
2025-01-06,福井,北の庄城址・柴田公園,福井駅前 エリア,2
2025-01-06,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2025-01-06,福井,敦賀赤レンガ倉庫,小浜市 阿納 エリア,1
2025-01-06,福井,氣比神宮,日本海さかな街 エリア,1
2025-01-06,福井,福井県立恐竜博物館,あわら湯のまち エリア,1
2025-01-06,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2025-01-06,福井,福井駅,あわら湯のまち エリア,1
2025-01-06,福井,花の駅 ゆりの里公園 エリア,東尋坊,1
2025-01-06,福井,越前そばの里 エリア,あわら温泉街,1
2025-01-06,福井,道の駅「南えちぜん山海里」 エリア,あわら温泉街,1
2025-01-07,福井,あわら湯のまち エリア,一乗谷朝倉氏遺跡,1
2025-01-07,福井,エルパ,福井駅前 エリア,1
2025-01-07,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2025-01-07,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2025-01-07,福井,一乗谷朝倉氏遺跡,明通寺 エリア,1
2025-01-07,福井,丸岡城,福井駅前 エリア,1
2025-01-07,福井,山中温泉（石川県）,あわら湯のまち エリア,1
2025-01-07,福井,敦賀赤レンガ倉庫,福井駅前 エリア,1
2025-01-07,福井,明通寺 エリア,丸岡城,1
2025-01-07,福井,東尋坊 エリア,一乗谷朝倉氏遺跡,1
2025-01-07,福井,福井駅前 エリア,一乗谷朝倉氏遺跡,1
2025-01-07,福井,道の駅「南えちぜん山海里」 エリア,氣比神宮,1
2025-01-07,福井,道の駅「若狭おばま」 エリア,熊川宿,1
2025-01-08,石川,小松市観光交流センター Komatsu九,金沢駅,1
2025-01-08,石川,小松空港,小松市観光交流センター Komatsu九,1
2025-01-08,福井,丸岡城,福井駅前 エリア,1
2025-01-08,福井,劔神社,越前海岸 越前岬 エリア,1
2025-01-08,福井,越前がにミュージアム,福井駅前 エリア,2
2025-01-08,福井,越前がにミュージアム,道の駅「越前」 エリア,1
2025-01-09,福井,かつやま恐竜の森 エリア,福井県立恐竜博物館,1
2025-01-09,福井,丸岡城,JR敦賀駅前 エリア,1
2025-01-09,福井,小浜市水産食品センター（若狭小浜お魚センター）,道の駅「若狭おばま」 エリア,1
2025-01-09,福井,御食国若狭おばま食文化館,小浜市 阿納 エリア,1
2025-01-09,福井,氣比神宮,福井駅前 エリア,1
2025-01-09,福井,福井駅前 エリア,大安禅寺,1
2025-01-09,福井,若狭和田ビーチ,道の駅「若狭おばま」 エリア,1
2025-01-09,福井,越前大仏,かつやま恐竜の森 エリア,1
2025-01-09,福井,道の駅「禅の里」 エリア,道の駅「恐竜渓谷かつやま」,1
2025-01-09,福井,道の駅「若狭おばま」 エリア,明通寺,1
2025-01-09,福井,道の駅「若狭おばま」 エリア,越前大野城,1
2025-01-09,福井,道の駅「越前おおの荒島の郷」,道の駅「禅の里」 エリア,1
2025-01-10,石川,石川県立図書館,石川県立歴史博物館,1
2025-01-10,福井,かつやま恐竜の森 エリア,大本山永平寺,2
2025-01-10,福井,スキージャム勝山,道の駅「南えちぜん山海里」 エリア,2
2025-01-10,福井,北陸新幹線 越前たけふ駅 エリア,道の駅「若狭おばま」,1
2025-01-10,福井,吉崎御坊跡,ふくい鮮いちば エリア,1
2025-01-10,福井,東尋坊,かつやま恐竜の森 エリア,1
2025-01-10,福井,氣比神宮,越前海岸 越前岬 エリア,1
2025-01-10,福井,福井県立恐竜博物館,大本山 永平寺 エリア,2
2025-01-10,福井,越前大仏,道の駅「恐竜渓谷かつやま」 エリア,1
2025-01-11,石川,金沢中央観光案内所,武家屋敷跡,1
2025-01-11,石川,金沢城公園,石川県立歴史博物館,1
2025-01-11,福井,JR敦賀駅前 エリア,三方五湖,1
2025-01-11,福井,あわら温泉街,あわら湯のまち エリア,1
2025-01-11,福井,かつやま恐竜の森 エリア,大本山永平寺,3
2025-01-11,福井,ふれあいパーク三里浜(道の駅「みくに」),かつやま恐竜の森 エリア,1
2025-01-11,福井,レインボーライン エリア,福井県立恐竜博物館,1
2025-01-11,福井,一乗谷朝倉氏遺跡,ふくい鮮いちば エリア,1
2025-01-11,福井,丸岡城,大本山 永平寺 エリア,1
2025-01-11,福井,丸岡城,道の駅みくに ふれあいパーク三里浜 エリア,1
2025-01-11,福井,北潟湖 エリア,吉崎御坊跡,1
2025-01-11,福井,北陸新幹線 越前たけふ駅 エリア,岡太神社・大瀧神社,1
2025-01-11,福井,大本山 永平寺 エリア,福井駅,1
2025-01-11,福井,大本山永平寺,レインボーライン エリア,2
2025-01-11,福井,大本山永平寺,大本山 永平寺 エリア,1
2025-01-11,福井,大本山永平寺,福井駅前 エリア,2
2025-01-11,福井,平泉寺白山神社 エリア,越前大仏,1
2025-01-11,福井,敦賀赤レンガ倉庫,JR敦賀駅前 エリア,1
2025-01-11,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2025-01-11,福井,神宮寺,明通寺 エリア,1
2025-01-11,福井,福井県立恐竜博物館,かつやま恐竜の森 エリア,1
2025-01-11,福井,福井駅,かつやま恐竜の森 エリア,1
2025-01-11,福井,道の駅「名田庄」,道の駅「若狭おばま」 エリア,1
2025-01-11,福井,道の駅「若狭おばま」 エリア,道の駅「若狭熊川宿」,1
2025-01-11,福井,道の駅「西山公園」,道の駅「パークイン丹生ヶ丘」 エリア,1
2025-01-11,福井,道の駅「越前」,かずら橋 エリア,1
2025-01-11,福井,金ヶ崎 エリア,越前大仏,1
2025-01-12,石川,石川県立歴史博物館,金沢駅,1
2025-01-12,石川,金沢中央観光案内所,金沢駅,1
2025-01-12,福井,JR美浜駅 エリア,氣比神宮,1
2025-01-12,福井,JR美浜駅 エリア,越前大野城,1
2025-01-12,福井,あわら湯のまち エリア,東尋坊,1
2025-01-12,福井,あわら湯のまち エリア,福井県立恐竜博物館,1
2025-01-12,福井,かつやま恐竜の森 エリア,あわら温泉街,1
2025-01-12,福井,かつやま恐竜の森 エリア,東尋坊,2
2025-01-12,福井,かつやま恐竜の森 エリア,福井県立恐竜博物館,2
2025-01-12,福井,ふれあいパーク三里浜(道の駅「みくに」),越前そばの里 エリア,1
2025-01-12,福井,タケフナイフビレッジ,越前そばの里 エリア,1
2025-01-12,福井,レインボーライン,湖上館パムコ（水月湖）エリア,1
2025-01-12,福井,レインボーライン エリア,道の駅「若狭おばま」,1
2025-01-12,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2025-01-12,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2025-01-12,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2025-01-12,福井,一乗谷朝倉氏遺跡,紫式部公園 エリア,1
2025-01-12,福井,一乗谷朝倉氏遺跡,道の駅「三方五湖」  エリア,1
2025-01-12,福井,一乗谷朝倉氏遺跡 エリア,三國湊レトロ,1
2025-01-12,福井,一乗谷朝倉氏遺跡 エリア,北の庄城址・柴田公園,1
2025-01-12,福井,三國湊レトロ,越前そばの里 エリア,1
2025-01-12,福井,今庄宿,福井駅前 エリア,1
2025-01-12,福井,北潟湖 エリア,金津創作の森,2
2025-01-12,福井,北陸新幹線 越前たけふ駅 エリア,東尋坊,2
2025-01-12,福井,大本山 永平寺 エリア,東尋坊,1
2025-01-12,福井,大本山 永平寺 エリア,福井駅,1
2025-01-12,福井,大本山 永平寺 エリア,養浩館庭園,1
2025-01-12,福井,大本山永平寺,かつやま恐竜の森 エリア,2
2025-01-12,福井,大本山永平寺,一乗谷朝倉氏遺跡 エリア,2
2025-01-12,福井,大本山永平寺,道の駅「若狭おばま」 エリア,1
2025-01-12,福井,小松空港（石川県）,大本山 永平寺 エリア,1
2025-01-12,福井,小浜市水産食品センター（若狭小浜お魚センター）,熊川宿 エリア,1
2025-01-12,福井,御食国若狭おばま食文化館 エリア,三方五湖,1
2025-01-12,福井,御食国若狭おばま食文化館 エリア,若狭フィッシャーマンズワーフ,1
2025-01-12,福井,敦賀駅,一乗谷朝倉氏遺跡 エリア,1
2025-01-12,福井,日本海さかな街,若狭フィッシャーマンズワーフ エリア,1
2025-01-12,福井,明通寺 エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2025-01-12,福井,東尋坊,越前海岸 北部 エリア,1
2025-01-12,福井,氣比神宮,北陸新幹線 越前たけふ駅 エリア,2
2025-01-12,福井,氣比神宮,越前そばの里 エリア,2
2025-01-12,福井,湖上館パムコ（水月湖）エリア,道の駅「若狭おばま」,1
2025-01-12,福井,熊川宿 エリア,日本海さかな街,1
