日付,TIF,移動元,移動先,回答数
2024-01-06,福井,三方五湖,道の駅「若狭おばま」 エリア,1
2024-01-06,福井,丸岡城,北ノ庄 エリア,1
2024-01-06,福井,丸岡城,福井駅前 エリア,1
2024-01-06,福井,丸岡城,花の駅 ゆりの里公園 エリア,1
2024-01-06,福井,今庄宿 エリア,敦賀駅,1
2024-01-06,福井,北の庄城址・柴田公園,北ノ庄 エリア,1
2024-01-06,福井,北の庄城址・柴田公園,福井駅前 エリア,1
2024-01-06,福井,北ノ庄 エリア,越前大仏,1
2024-01-06,福井,北陸新幹線 越前たけふ駅 エリア,熊川宿,1
2024-01-06,福井,敦賀赤レンガ倉庫,うみんぴあ大飯 エリア,1
2024-01-06,福井,日本海さかな街 エリア,人道の港 敦賀ムゼウム,1
2024-01-06,福井,氣比神宮,JR敦賀駅前 エリア,1
2024-01-06,福井,氣比神宮,金ヶ崎 エリア,2
2024-01-06,福井,熊川宿,明通寺 エリア,1
2024-01-06,福井,福井県年縞博物館,日本海さかな街 エリア,1
2024-01-06,福井,福井駅前 エリア,丸岡城,1
2024-01-06,福井,福井駅前 エリア,越前大仏,1
2024-01-06,福井,福井駅前 エリア（宿泊施設）,丸岡城,1
2024-01-06,福井,若狭フィッシャーマンズワーフ,御食国若狭おばま食文化館 エリア,1
2024-01-06,福井,越前大野城,福井駅前 エリア,1
2024-01-06,福井,越前海岸 北部 エリア,越前松島水族館,1
2024-01-06,福井,道の駅「南えちぜん山海里」,北陸新幹線 越前たけふ駅 エリア,1
2024-01-06,福井,道の駅「河野」,JR美浜駅 エリア,2
2024-01-06,福井,道の駅「若狭おばま」 エリア,道の駅「若狭熊川宿」,1
2024-01-06,福井,道の駅「若狭熊川宿」,若狭海遊バザール 千鳥苑 エリア,1
2024-01-06,福井,金ヶ崎,JR敦賀駅前 エリア,1
2024-01-06,福井,金ヶ崎 エリア,敦賀鉄道資料館（旧敦賀港駅舎 ）,1
2024-01-07,石川,白山比咩神社,ふれあい昆虫館,1
2024-01-07,石川,石川県立美術館,金沢駅,1
2024-01-07,福井,JR敦賀駅前 エリア,敦賀駅,1
2024-01-07,福井,あわら温泉街,三国湊 エリア,1
2024-01-07,福井,うみんぴあ大飯 エリア,日本海さかな街,1
2024-01-07,福井,レインボーライン エリア,福井県海浜自然センター,1
2024-01-07,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2024-01-07,福井,一乗谷朝倉氏遺跡,越前松島水族館 エリア,1
2024-01-07,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2024-01-07,福井,三国湊 エリア,あわら温泉街,1
2024-01-07,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,1
2024-01-07,福井,丸岡城,三国湊 エリア,1
2024-01-07,福井,五湖の駅,レインボーライン エリア,1
2024-01-07,福井,今庄宿,JR敦賀駅前 エリア,2
2024-01-07,福井,平泉寺白山神社 エリア,大本山永平寺,1
2024-01-07,福井,平泉寺白山神社 エリア,氣比神宮,1
2024-01-07,福井,御食国若狭おばま食文化館 エリア,熊川宿,1
2024-01-07,福井,日本海さかな街,金ヶ崎 エリア,1
2024-01-07,福井,氣比神宮,金ヶ崎 エリア,1
2024-01-07,福井,熊川宿,道の駅「若狭おばま」 エリア,2
2024-01-07,福井,熊川宿 エリア,若狭瓜割名水公園 瓜割の滝,1
2024-01-07,福井,白山平泉寺歴史探遊館 まほろば,平泉寺白山神社 エリア,2
2024-01-07,福井,福井県立恐竜博物館,スキージャム勝山 エリア,1
2024-01-07,福井,福井県立恐竜博物館,スーベニアショップ ラプトル エリア,1
2024-01-07,福井,福井駅,あわら湯のまち エリア,1
2024-01-07,福井,若狭フィッシャーマンズワーフ,うみんぴあ大飯 エリア,1
2024-01-07,福井,若狭フィッシャーマンズワーフ エリア,道の駅「うみんぴあ大飯」,1
2024-01-07,福井,越前がにミュージアム,道の駅「越前」 エリア,1
2024-01-07,福井,越前大野城,道の駅「南えちぜん山海里」 エリア,1
2024-01-07,福井,越前松島水族館 エリア,越前大野城,1
2024-01-07,福井,道の駅「若狭おばま」 エリア,道の駅「うみんぴあ大飯」,1
2024-01-07,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2024-01-07,福井,金ヶ崎 エリア,越前大仏,1
2024-01-08,石川,小松空港,金沢市内,1
2024-01-08,石川,金沢市内,小松空港,1
2024-01-08,石川,金沢駅,小松空港,1
2024-01-08,福井,一乗谷朝倉氏遺跡,JR敦賀駅前 エリア,1
2024-01-08,福井,小浜市 阿納 エリア,国分寺 (小浜市),1
2024-01-08,福井,敦賀赤レンガ倉庫,JR敦賀駅前 エリア,1
2024-01-08,福井,越前和紙の里,北陸新幹線 越前たけふ駅 エリア,1
2024-01-08,福井,越前松島水族館 エリア,大本山永平寺,1
2024-01-08,福井,道の駅「うみんぴあ大飯」,明通寺 エリア,1
2024-01-08,福井,道の駅「南えちぜん山海里」 エリア,びわ湖（滋賀県）,1
2024-01-08,福井,金ヶ崎,金ヶ崎 エリア,1
2024-01-08,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2024-01-09,福井,あわら温泉街,越前松島水族館 エリア,1
2024-01-09,福井,うみんぴあ大飯 エリア,道の駅「シーサイド高浜」,1
2024-01-09,福井,かずら橋 エリア,福井県立恐竜博物館,1
2024-01-09,福井,スキージャム勝山,道の駅「南えちぜん山海里」 エリア,1
2024-01-09,福井,スキージャム勝山,道の駅「恐竜渓谷かつやま」 エリア,2
2024-01-09,福井,三国湊 エリア,越前そばの里,1
2024-01-09,福井,北の庄城址・柴田公園,北ノ庄 エリア,1
2024-01-09,福井,名田庄 エリア,道の駅「名田庄」,1
2024-01-09,福井,大本山永平寺,福井駅前 エリア,1
2024-01-09,福井,東尋坊,あわら湯のまち エリア,1
2024-01-09,福井,氣比神宮,北陸新幹線 越前たけふ駅 エリア,1
2024-01-09,福井,熊川宿 エリア,熊川宿,1
2024-01-09,福井,福井県立恐竜博物館,福井駅前 エリア,1
2024-01-09,福井,福井駅前 エリア,北の庄城址・柴田公園,1
2024-01-09,福井,越前そばの里,日本海さかな街 エリア,1
2024-01-09,福井,道の駅「恐竜渓谷かつやま」,道の駅「南えちぜん山海里」 エリア,1
2024-01-09,福井,道の駅「若狭おばま」,うみんぴあ大飯 エリア,1
2024-01-09,福井,道の駅「若狭熊川宿」,熊川宿 エリア,1
2024-01-10,福井,丸岡城 エリア,越前大野城,1
2024-01-10,福井,劔神社,北陸新幹線 越前たけふ駅 エリア,1
2024-01-10,福井,北の庄城址・柴田公園,丸岡城 エリア,1
2024-01-10,福井,氣比神宮,JR敦賀駅前 エリア,1
2024-01-11,石川,親戚の自宅,KOKOHOTEL Premier 金沢香林坊,3
2024-01-11,福井,JR芦原温泉駅 エリア,大本山永平寺,1
2024-01-11,福井,スーベニアショップ ラプトル エリア,越前松島水族館,1
2024-01-11,福井,スーベニアショップ ラプトル エリア,野外恐竜博物館,1
2024-01-11,福井,三国サンセットビーチ,JR芦原温泉駅 エリア,1
2024-01-11,福井,北陸新幹線 越前たけふ駅 エリア,道の駅「河野」,1
2024-01-11,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2024-01-11,福井,明通寺 エリア,岡太神社・大瀧神社,1
2024-01-11,福井,氣比神宮,明通寺 エリア,1
2024-01-11,福井,福井県立恐竜博物館,スーベニアショップ ラプトル エリア,2
2024-01-11,福井,福井県立恐竜博物館,越前松島水族館 エリア,2
2024-01-11,福井,越前松島水族館 エリア,越前松島水族館,1
2024-01-11,福井,道の駅「パークイン丹生ヶ丘」,道の駅「西山公園」 エリア,1
2024-01-11,福井,道の駅「西山公園」 エリア,道の駅「一乗谷あさくら水の駅」,1
2024-01-11,福井,道の駅「越前」 エリア,道の駅「河野」,1
2024-01-11,福井,金ヶ崎 エリア,人道の港 敦賀ムゼウム,1
2024-01-12,福井,あわら湯のまち エリア,金沢駅周辺（石川県）,1
2024-01-12,福井,一乗谷朝倉氏遺跡,熊川宿 エリア,1
2024-01-12,福井,三国湊 エリア,北の庄城址・柴田公園,1
2024-01-12,福井,三方五湖,道の駅「三方五湖」  エリア,1
2024-01-12,福井,北の庄城址・柴田公園,あわら湯のまち エリア,1
2024-01-12,福井,熊川宿 エリア,熊川宿,1
2024-01-12,福井,福井県立恐竜博物館,あわら湯のまち エリア,1
2024-01-12,福井,道の駅「南えちぜん山海里」 エリア,黒壁スクエア（滋賀県）,1
2024-01-12,福井,道の駅「河野」,道の駅「南えちぜん山海里」 エリア,1
2024-01-12,福井,道の駅「越前」 エリア,日本海さかな街,1
2024-01-13,福井,JR美浜駅 エリア,レインボーライン,1
2024-01-13,福井,JR美浜駅 エリア,水晶浜海水浴場,1
2024-01-13,福井,JR芦原温泉駅 エリア,越前松島水族館,1
2024-01-13,福井,「ちひろの生まれた家」記念館,北陸新幹線 越前たけふ駅 エリア,1
2024-01-13,福井,あわら温泉街,あわら湯のまち エリア,1
2024-01-13,福井,ふれあいパーク三里浜(道の駅「みくに」),道の駅「南えちぜん山海里」 エリア,1
2024-01-13,福井,セントピアあわら,あわら湯のまち エリア,1
2024-01-13,福井,一乗谷朝倉氏遺跡,うみんぴあ大飯 エリア,1
2024-01-13,福井,一乗谷朝倉氏遺跡,道の駅みくに ふれあいパーク三里浜 エリア,1
2024-01-13,福井,北陸新幹線 越前たけふ駅 エリア,東尋坊,1
2024-01-13,福井,小浜 エリア（宿泊施設）,レインボーライン,1
2024-01-13,福井,敦賀赤レンガ倉庫,あわら湯のまち エリア,1
2024-01-13,福井,日本海さかな街,水晶浜 エリア,1
2024-01-13,福井,日本海さかな街 エリア,氣比神宮,1
2024-01-13,福井,氣比神宮,日本海さかな街 エリア,1
2024-01-13,福井,氣比神宮,水晶浜 エリア,1
2024-01-13,福井,氣比神宮,福井駅前 エリア（宿泊施設）,1
2024-01-13,福井,熊川宿,小浜市まちの駅 エリア,1
2024-01-13,福井,熊川宿,明通寺 エリア,1
2024-01-13,福井,熊川宿,若狭フィッシャーマンズワーフ エリア,1
2024-01-13,福井,福井県こども家族館,道の駅「若狭おばま」 エリア,1
2024-01-13,福井,福井県立恐竜博物館,JR芦原温泉駅 エリア,1
2024-01-13,福井,羽賀寺,若狭フィッシャーマンズワーフ エリア,1
2024-01-13,福井,若狭たかはま エルどらんど,若狭和田 エリア,1
2024-01-13,福井,若狭フィッシャーマンズワーフ エリア,エルガイアおおい,1
2024-01-13,福井,越前陶芸村,越前陶芸村 エリア,1
2024-01-13,福井,越前陶芸村 エリア,越前がにミュージアム,1
2024-01-13,福井,道の駅「さかい」（坂井地域交流センター「いねす」）,あわら湯のまち エリア,1
2024-01-13,福井,道の駅「九頭竜・和泉ふれあい会館」,北潟湖 エリア,1
2024-01-13,福井,道の駅「河野」,JR美浜駅 エリア,1
2024-01-13,福井,道の駅「若狭おばま」 エリア,御食国若狭おばま食文化館,1
2024-01-14,石川,兼六園,小松空港,1
2024-01-14,石川,金沢駅,チサンバジェット金沢駅前,1
2024-01-14,福井,UMIKARA,若狭高浜 エリア,1
2024-01-14,福井,あわら温泉街,三国湊 エリア,1
2024-01-14,福井,めがねミュージアム,道の駅「西山公園」 エリア,1
2024-01-14,福井,スキージャム勝山,スキージャム勝山 エリア,1
2024-01-14,福井,スキージャム勝山,道の駅「南えちぜん山海里」 エリア,1
2024-01-14,福井,セントピアあわら,あわら湯のまち エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,劔神社 エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,北潟湖 エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,名勝 養浩館庭園 エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,湖上館パムコ（水月湖）エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡,越前海岸 北部 エリア,1
2024-01-14,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2024-01-14,福井,三国サンセットビーチ,あわら湯のまち エリア,1
2024-01-14,福井,三国湊 エリア,越前松島水族館,1
2024-01-14,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,2
2024-01-14,福井,丸岡城 エリア,一乗谷朝倉氏遺跡,1
2024-01-14,福井,今庄宿,越前そばの里 エリア,1
2024-01-14,福井,北潟湖 エリア,山代温泉（石川県）,1
2024-01-14,福井,吉崎御坊跡,あわら湯のまち エリア,1
2024-01-14,福井,名勝 養浩館庭園 エリア,丸岡城,1
2024-01-14,福井,大本山永平寺,道の駅「三方五湖」  エリア,1
2024-01-14,福井,小浜市まちの駅・旭座,御食国若狭おばま食文化館 エリア,1
2024-01-14,福井,小浜市水産食品センター（若狭小浜お魚センター）,若狭フィッシャーマンズワーフ エリア,1
2024-01-14,福井,岡太神社・大瀧神社,越前和紙の里 エリア,1
2024-01-14,福井,岡太神社・大瀧神社,越前陶芸村 エリア,1
2024-01-14,福井,御誕生寺,紫式部公園 エリア,1
2024-01-14,福井,御誕生寺,道の駅「南えちぜん山海里」 エリア,1
2024-01-14,福井,御食国若狭おばま食文化館 エリア,道の駅「若狭おばま」,1
2024-01-14,福井,敦賀鉄道資料館（旧敦賀港駅舎 ）,金ヶ崎 エリア,1
2024-01-14,福井,東尋坊,福井駅前 エリア（宿泊施設）,1
2024-01-14,福井,氣比神宮,越前海岸 越前岬 エリア,1
2024-01-14,福井,福井駅,一乗谷朝倉氏遺跡 エリア,1
2024-01-14,福井,福井駅前 エリア,丸岡城,1
2024-01-14,福井,紫式部公園 エリア,丸岡城,1
2024-01-14,福井,若狭フィッシャーマンズワーフ エリア,レインボーライン,1
2024-01-14,福井,若狭フィッシャーマンズワーフ エリア,道の駅「若狭おばま」,1
2024-01-14,福井,越前大野城,福井駅前 エリア,1
2024-01-14,福井,越前大野城,越前海岸 北部 エリア,1
2024-01-14,福井,越前水仙の里公園,越前海岸 越前岬 エリア,1
2024-01-14,福井,越前海岸 北部 エリア,越前がにミュージアム,1
2024-01-14,福井,越前海岸 北部 エリア,越前大野城,1
2024-01-14,福井,越前海岸 越前岬 エリア,氣比神宮,1
2024-01-14,福井,越前陶芸村,劔神社 エリア,1
2024-01-14,福井,道の駅「パークイン丹生ヶ丘」,道の駅「越前」 エリア,1
2024-01-14,福井,道の駅「パークイン丹生ヶ丘」 エリア,越前陶芸村,1
2024-01-14,福井,道の駅「三方五湖」,道の駅「三方五湖」  エリア,1
2024-01-14,福井,道の駅「南えちぜん山海里」,道の駅「パークイン丹生ヶ丘」 エリア,1
2024-01-14,福井,道の駅「恐竜渓谷かつやま」,スキージャム勝山 エリア,1
2024-01-14,福井,道の駅「恐竜渓谷かつやま」 エリア,道の駅「南えちぜん山海里」,1
2024-01-14,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2024-01-15,福井,JR美浜駅 エリア,若狭瓜割名水公園 瓜割の滝,1
2024-01-15,福井,はたや記念館 ゆめおーれ勝山,道の駅「恐竜渓谷かつやま」 エリア,1
2024-01-15,福井,はたや記念館 ゆめおーれ勝山 エリア,道の駅「恐竜渓谷かつやま」,1
2024-01-15,福井,まちの市場 こってコテいけだ エリア,越前大野城,1
2024-01-15,福井,小浜市まちの駅 エリア,小浜市水産食品センター（若狭小浜お魚センター）,1
2024-01-15,福井,小浜市まちの駅・旭座,小浜市まちの駅 エリア,1
2024-01-15,福井,御食国若狭おばま食文化館,道の駅「若狭おばま」 エリア,1
2024-01-15,福井,敦賀赤レンガ倉庫,日本海さかな街 エリア,1
2024-01-15,福井,福井駅,丸岡城 エリア,1
2024-01-15,福井,自宅,日本海さかな街 エリア,1
2024-01-15,福井,越前大野城,まちの市場 こってコテいけだ エリア,1
2024-01-15,福井,道の駅「三方五湖」  エリア,レインボーライン,1
2024-01-15,福井,道の駅「南えちぜん山海里」,北陸新幹線 越前たけふ駅 エリア,1
2024-01-15,福井,道の駅「南えちぜん山海里」 エリア,スキージャム勝山,1
2024-01-15,福井,道の駅「若狭おばま」,明通寺 エリア,1
2024-01-15,福井,道の駅「若狭おばま」 エリア,若狭歴史博物館,1
2024-01-16,福井,スーベニアショップ ラプトル エリア,福井県立恐竜博物館,1
2024-01-16,福井,岡太神社・大瀧神社,越前陶芸村 エリア,1
2024-01-16,福井,氣比神宮,道の駅「パークイン丹生ヶ丘」 エリア,1
2024-01-16,福井,福井県立恐竜博物館,スーベニアショップ ラプトル エリア,1
2024-01-17,石川,金沢駅,石川県立美術館,1
2024-01-17,福井,一乗谷朝倉氏遺跡,福井駅前 エリア,1
2024-01-17,福井,丸岡城,越前海岸 越前岬 エリア,1
2024-01-17,福井,小浜 エリア（宿泊施設）,三方五湖,1
2024-01-17,福井,敦賀赤レンガ倉庫,小浜 エリア（宿泊施設）,1
2024-01-17,福井,福井県立恐竜博物館,一乗谷朝倉氏遺跡 エリア,1
2024-01-17,福井,福井駅前 エリア,西山動物園,1
2024-01-17,福井,舞鶴（京都府）,小浜 エリア（宿泊施設）,2
2024-01-17,福井,越前海岸 越前岬 エリア,一乗谷朝倉氏遺跡,1
2024-01-18,福井,JR敦賀駅前 エリア,丸岡城,1
2024-01-18,福井,メガネストリート エリア,越前大仏,1
2024-01-18,福井,一乗谷朝倉氏遺跡,かずら橋 エリア,1
2024-01-18,福井,北陸新幹線 越前たけふ駅 エリア,一乗谷朝倉氏遺跡,1
2024-01-18,福井,小浜市まちの駅・旭座,うみんぴあ大飯 エリア,1
2024-01-18,福井,氣比神宮,北陸新幹線 越前たけふ駅 エリア,1
2024-01-18,福井,福井駅前 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2024-01-18,福井,箸のふるさと館WAKASA エリア,羽賀寺,1
2024-01-18,福井,越前大仏,道の駅「禅の里」 エリア,1
2024-01-18,福井,越前大野城,メガネストリート エリア,1
2024-01-18,福井,越前陶芸村,福井駅前 エリア（宿泊施設）,1
2024-01-18,福井,道の駅「シーサイド高浜」,道の駅「若狭おばま」 エリア,1
2024-01-18,福井,道の駅「禅の里」 エリア,越前大野城,1
2024-01-18,福井,道の駅「若狭おばま」 エリア,氣比神宮,1
2024-01-19,石川,兼六園,湖畔の宿　森本,1
2024-01-19,石川,金沢駅,ホテルウィングインターナショナルプレミアム金沢駅前,1
2024-01-19,福井,うみんぴあ大飯 エリア,福井県こども家族館,1
2024-01-19,福井,エルガイアおおい,道の駅「若狭おばま」 エリア,1
2024-01-19,福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,1
2024-01-19,福井,三国湊 エリア,日本海さかな街,1
2024-01-19,福井,日本海さかな街,越前海岸 越前岬 エリア,1
2024-01-19,福井,若狭たかはま エルどらんど,うみんぴあ大飯 エリア,1
2024-01-19,福井,若狭フィッシャーマンズワーフ,うみんぴあ大飯 エリア,1
2024-01-19,福井,若狭フィッシャーマンズワーフ エリア,福井県こども家族館,1
2024-01-19,福井,若狭フィッシャーマンズワーフ エリア,道の駅「うみんぴあ大飯」,1
2024-01-19,福井,越前そばの里,あわら湯のまち エリア,1
2024-01-19,福井,越前水仙の里公園,越前海岸 越前岬 エリア,1
2024-01-19,福井,越前海岸 越前岬 エリア,氣比神宮,1
2024-01-19,福井,道の駅「若狭おばま」,若狭フィッシャーマンズワーフ エリア,1
2024-01-19,福井,道の駅「若狭おばま」 エリア,福井県こども家族館,1
2024-01-19,福井,道の駅「若狭おばま」 エリア,若狭フィッシャーマンズワーフ,1
2024-01-19,福井,金ヶ崎 エリア,日本海さかな街,1
2024-01-20,石川,いしかわ動物園,金沢駅,1
2024-01-20,石川,兼六園,いしかわ動物園,1
2024-01-20,石川,武家屋敷,金沢中央観光案内所,1
2024-01-20,石川,石浦神社,金沢中央観光案内所,1
2024-01-20,石川,香林坊,金沢中央観光案内所,1
2024-01-20,福井,あわら温泉街,東尋坊 エリア,1
2024-01-20,福井,うるしの里 エリア,一乗谷朝倉氏遺跡,1
2024-01-20,福井,えちぜん鉄道 松岡駅 エリア,越前大野城,1
2024-01-20,福井,ふくい鮮いちば エリア,一乗谷朝倉氏遺跡,1
2024-01-20,福井,ベル,福井駅前 エリア,1
2024-01-20,福井,一乗谷朝倉氏遺跡,道の駅「越前」 エリア,1
2024-01-20,福井,一乗谷朝倉氏遺跡 エリア,大本山永平寺,1
2024-01-20,福井,北の庄城址・柴田公園,一乗谷朝倉氏遺跡 エリア,1
2024-01-20,福井,北の庄城址・柴田公園,北ノ庄 エリア,1
