日付,TIF,移動元,移動先,回答数
2023-04-29,福井,北陸新幹線 越前たけふ駅 エリア,氣比神宮,1
2023-04-29,福井,大本山 永平寺 エリア,かずら橋,1
2023-04-29,福井,大本山永平寺,あわら湯のまち エリア,1
2023-04-29,福井,大本山永平寺,ふくい鮮いちば エリア,1
2023-04-29,福井,大本山永平寺,北陸新幹線 越前たけふ駅 エリア,1
2023-04-29,福井,小浜市水産食品センター（若狭小浜お魚センター）,明通寺 エリア,1
2023-04-29,福井,小浜市水産食品センター（若狭小浜お魚センター）,若狭フィッシャーマンズワーフ エリア,1
2023-04-29,福井,平泉寺白山神社,道の駅「南えちぜん山海里」 エリア,1
2023-04-29,福井,敦賀市立博物館 エリア,日本海さかな街,1
2023-04-29,福井,敦賀駅,日本海さかな街 エリア,1
2023-04-29,福井,敦賀駅,紫式部公園 エリア,1
2023-04-29,福井,日本海さかな街,明通寺 エリア,1
2023-04-29,福井,日本海さかな街,紫式部公園 エリア,1
2023-04-29,福井,日本海さかな街,越前そばの里 エリア,1
2023-04-29,福井,日本海さかな街,道の駅「三方五湖」  エリア,1
2023-04-29,福井,明通寺 エリア,若狭フィッシャーマンズワーフ,1
2023-04-29,福井,東尋坊,JR芦原温泉駅 エリア,1
2023-04-29,福井,東尋坊,あわら湯のまち エリア,3
2023-04-29,福井,東尋坊,道の駅「越前」 エリア,1
2023-04-29,福井,武生駅 エリア,「ちひろの生まれた家」記念館,1
2023-04-29,福井,武生駅 エリア,岡太神社・大瀧神社,1
2023-04-29,福井,氣比神宮,JR敦賀駅前 エリア,1
2023-04-29,福井,氣比神宮,敦賀市立博物館 エリア,1
2023-04-29,福井,湖上館パムコ（水月湖）エリア,一乗谷朝倉氏遺跡,1
2023-04-29,福井,熊川宿 エリア,道の駅「若狭おばま」,1
2023-04-29,福井,福井県立恐竜博物館,道の駅「恐竜渓谷かつやま」 エリア,1
2023-04-29,福井,福井駅前 エリア,丸岡城,1
2023-04-29,福井,福井駅前 エリア,氣比神宮,1
2023-04-29,福井,紫式部公園 エリア,日本海さかな街,1
2023-04-29,福井,紫式部公園 エリア,越前がにミュージアム,1
2023-04-29,福井,紫式部公園 エリア,越前打刃物会館,1
2023-04-29,福井,若狭フィッシャーマンズワーフ エリア,御食国若狭おばま食文化館,1
2023-04-29,福井,若狭瓜割名水公園 瓜割の滝,御食国若狭おばま食文化館 エリア,1
2023-04-29,福井,越前がにミュージアム,北陸新幹線 越前たけふ駅 エリア,1
2023-04-29,福井,越前そばの里 エリア,ふれあいパーク三里浜(道の駅「みくに」),1
2023-04-29,福井,越前そばの里 エリア,東尋坊,1
2023-04-29,福井,越前そばの里 エリア,越前がにミュージアム,1
2023-04-29,福井,越前そばの里 エリア,越前大野城,1
2023-04-29,福井,越前大仏,あわら湯のまち エリア,1
2023-04-29,福井,越前大野城,丸岡城 エリア,1
2023-04-29,福井,越前大野城,湖上館パムコ（水月湖）エリア,2
2023-04-29,福井,越前大野城,越前大野城・城下町 エリア,1
2023-04-29,福井,越前大野城,越前海岸 越前岬 エリア,1
2023-04-29,福井,越前大野城・城下町 エリア,丸岡城,1
2023-04-29,福井,越前大野城・城下町 エリア,大本山永平寺,1
2023-04-29,福井,越前大野城・城下町 エリア,越前大野城,1
2023-04-29,福井,越前海岸,紫式部公園 エリア,1
2023-04-29,福井,越前海岸 越前岬 エリア,丸岡城,1
2023-04-29,福井,道の駅「一乗谷あさくら水の駅」,一乗谷朝倉氏遺跡 エリア,2
2023-04-29,福井,道の駅「九頭竜・和泉ふれあい会館」,JR九頭竜湖駅 エリア,1
2023-04-29,福井,道の駅「恐竜渓谷かつやま」,はたや記念館 ゆめおーれ勝山 エリア,1
2023-04-29,福井,道の駅「恐竜渓谷かつやま」 エリア,はたや記念館 ゆめおーれ勝山,1
2023-04-29,福井,道の駅「恐竜渓谷かつやま」 エリア,越前大野城,1
2023-04-29,福井,道の駅「西山公園」,福井駅前 エリア,1
2023-04-29,福井,道の駅「越前おおの荒島の郷」,道の駅「恐竜渓谷かつやま」 エリア,1
2023-04-29,福井,道の駅みくに ふれあいパーク三里浜 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2023-04-29,福井,金ヶ崎 エリア,道の駅「越前」,1
2023-04-29,福井,青葉山,若狭高浜 エリア,1
2023-04-29,福井,龍双ヶ滝,まちの市場 こってコテいけだ エリア,1
2023-04-30,福井,JR九頭竜湖駅 エリア,越前大野城,1
2023-04-30,福井,JR敦賀駅前 エリア,大本山永平寺,1
2023-04-30,福井,あわら湯のまち エリア,レインボーライン,1
2023-04-30,福井,あわら湯のまち エリア,三國湊レトロ,1
2023-04-30,福井,あわら湯のまち エリア,丸岡城,1
2023-04-30,福井,うみんぴあ大飯 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,きのこの森,若州一滴文庫 エリア,1
2023-04-30,福井,エルパ,越前そばの里 エリア,1
2023-04-30,福井,ファーマーズマーケットきららの丘,JR芦原温泉駅 エリア,1
2023-04-30,福井,フルーツライン エリア,三國湊レトロ,1
2023-04-30,福井,ホテルうみんぴあ,道の駅「シーサイド高浜」 エリア,1
2023-04-30,福井,レインボーライン,明通寺 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,JR敦賀駅前 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,2
2023-04-30,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,2
2023-04-30,福井,一乗谷朝倉氏遺跡,北潟湖 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,北陸新幹線 越前たけふ駅 エリア,2
2023-04-30,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,越前海岸 くりや旅館街 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,道の駅「パークイン丹生ヶ丘」 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,道の駅「三方五湖」  エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,1
2023-04-30,福井,一乗谷朝倉氏遺跡 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,一乗谷朝倉氏遺跡 エリア,丸岡城,1
2023-04-30,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2023-04-30,福井,丸岡城,丸岡城 エリア,1
2023-04-30,福井,丸岡城,大本山 永平寺 エリア,1
2023-04-30,福井,丸岡城,湖上館パムコ（水月湖）エリア,1
2023-04-30,福井,丸岡城 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,丸岡城 エリア,吉崎御坊跡,1
2023-04-30,福井,今庄宿,越前そばの里 エリア,1
2023-04-30,福井,北潟湖 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,北陸新幹線 越前たけふ駅 エリア,レインボーライン,1
2023-04-30,福井,北陸新幹線 越前たけふ駅 エリア,越前がにミュージアム,1
2023-04-30,福井,北陸新幹線 越前たけふ駅 エリア,越前そばの里,1
2023-04-30,福井,吉崎御坊跡,北潟湖 エリア,1
2023-04-30,福井,大本山 永平寺 エリア,丸岡城,1
2023-04-30,福井,大本山 永平寺 エリア,東尋坊,2
2023-04-30,福井,大本山 永平寺 エリア,福井県立恐竜博物館,1
2023-04-30,福井,大本山 永平寺 エリア,福井駅,1
2023-04-30,福井,大本山 永平寺 エリア,越前大野城,1
2023-04-30,福井,大本山 永平寺 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,1
2023-04-30,福井,大本山永平寺,丸岡城 エリア,1
2023-04-30,福井,大本山永平寺,大本山 永平寺 エリア,1
2023-04-30,福井,大本山永平寺,日本海さかな街 エリア,1
2023-04-30,福井,小浜市水産食品センター（若狭小浜お魚センター）,JR敦賀駅前 エリア,1
2023-04-30,福井,小浜市水産食品センター（若狭小浜お魚センター）,うみんぴあ大飯 エリア,1
2023-04-30,福井,山中温泉（石川県）,北潟湖 エリア,1
2023-04-30,福井,山中温泉（石川県）,大本山 永平寺 エリア,1
2023-04-30,福井,彦根城（滋賀県）,大本山 永平寺 エリア,2
2023-04-30,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2023-04-30,福井,明通寺 エリア,神宮寺,1
2023-04-30,福井,明通寺 エリア,舞鶴（京都府）,1
2023-04-30,福井,東尋坊,大本山 永平寺 エリア,1
2023-04-30,福井,氣比神宮,福井駅前 エリア,1
2023-04-30,福井,熊川宿,道の駅「三方五湖」  エリア,1
2023-04-30,福井,熊川宿,金ヶ崎 エリア,1
2023-04-30,福井,福井県産業会館,福井駅前 エリア（宿泊施設）,1
2023-04-30,福井,福井駅前 エリア（宿泊施設）,東尋坊,1
2023-04-30,福井,羽賀寺,小浜 エリア（宿泊施設）,1
2023-04-30,福井,若狭フィッシャーマンズワーフ,明通寺 エリア,1
2023-04-30,福井,西山動物園,北陸新幹線 越前たけふ駅 エリア,2
2023-04-30,福井,西山動物園,道の駅「南えちぜん山海里」 エリア,1
2023-04-30,福井,越前そばの里 エリア,越前大野城,1
2023-04-30,福井,越前大仏,北潟湖 エリア,1
2023-04-30,福井,越前大野城,うみんぴあ大飯 エリア,1
2023-04-30,福井,越前大野城,一乗谷朝倉氏遺跡 エリア,2
2023-04-30,福井,越前大野城,北ノ庄 エリア,1
2023-04-30,福井,越前大野城,名勝 養浩館庭園 エリア,1
2023-04-30,福井,越前大野城,大本山 永平寺 エリア,1
2023-04-30,福井,越前大野城,福井駅前 エリア,2
2023-04-30,福井,越前大野城,越前大野城・城下町 エリア,1
2023-04-30,福井,越前大野城・城下町 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,越前海岸 くりや旅館街 エリア,氣比神宮,1
2023-04-30,福井,越前海岸 北部 エリア,福井県立恐竜博物館,1
2023-04-30,福井,道の駅「九頭竜・和泉ふれあい会館」,福井駅前 エリア（宿泊施設）,1
2023-04-30,福井,道の駅「九頭竜・和泉ふれあい会館」,越前大野城・城下町 エリア,2
2023-04-30,福井,道の駅「南えちぜん山海里」 エリア,越前そばの里,1
2023-04-30,福井,道の駅「南えちぜん山海里」 エリア,越前大野城,1
2023-04-30,福井,道の駅「西山公園」,北陸新幹線 越前たけふ駅 エリア,1
2023-04-30,福井,金ヶ崎 エリア,一乗谷朝倉氏遺跡,1
2023-04-30,福井,金ヶ崎 エリア,人道の港 敦賀ムゼウム,1
2023-05-01,福井,JR九頭竜湖駅 エリア,大本山永平寺,1
2023-05-01,福井,JR敦賀駅前 エリア,東尋坊,1
2023-05-01,福井,あわら温泉街,あわら湯のまち エリア,1
2023-05-01,福井,あわら湯のまち エリア,東尋坊,2
2023-05-01,福井,あわら湯のまち エリア,越前海岸,1
2023-05-01,福井,うみんぴあ大飯 エリア,一乗谷朝倉氏遺跡,1
2023-05-01,福井,エルガイアおおい,レインボーライン エリア,1
2023-05-01,福井,レインボーライン エリア,氣比神宮,1
2023-05-01,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2023-05-01,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 永平寺口駅 エリア,1
2023-05-01,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,2
2023-05-01,福井,一乗谷朝倉氏遺跡,三国湊 エリア,1
2023-05-01,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,2
2023-05-01,福井,一乗谷朝倉氏遺跡,湖上館パムコ（水月湖）エリア,1
2023-05-01,福井,一乗谷朝倉氏遺跡,福井駅前 エリア（宿泊施設）,1
2023-05-01,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,4
2023-05-01,福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,1
2023-05-01,福井,一乗谷朝倉氏遺跡 エリア,東尋坊,1
2023-05-01,福井,一乗谷朝倉氏遺跡 エリア,福井県立恐竜博物館,1
2023-05-01,福井,一乗谷朝倉氏遺跡 エリア,福井駅,2
2023-05-01,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2023-05-01,福井,三国サンセットビーチ,東尋坊 エリア,1
2023-05-01,福井,三国湊 エリア,三國湊レトロ,1
2023-05-01,福井,丸岡城,あわら湯のまち エリア,1
2023-05-01,福井,丸岡城,一乗谷朝倉氏遺跡 エリア,1
2023-05-01,福井,丸岡城,丸岡城 エリア,1
2023-05-01,福井,丸岡城,大本山 永平寺 エリア,2
2023-05-01,福井,兼六園,北潟湖 エリア,1
2023-05-01,福井,劔神社,道の駅「越前」 エリア,1
2023-05-01,福井,北の庄城址・柴田公園,一乗谷朝倉氏遺跡 エリア,1
2023-05-01,福井,北潟湖 エリア,山代温泉（石川県）,1
2023-05-01,福井,北陸新幹線 越前たけふ駅 エリア,御誕生寺,1
2023-05-01,福井,呼鳥門,道の駅「パークイン丹生ヶ丘」 エリア,1
2023-05-01,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,2
2023-05-01,福井,大本山 永平寺 エリア,平泉寺白山神社,1
2023-05-01,福井,大本山 永平寺 エリア,東尋坊,1
2023-05-01,福井,大本山 永平寺 エリア,越前大野城,1
2023-05-01,福井,大本山永平寺,あわら湯のまち エリア,1
2023-05-01,福井,大本山永平寺,えちぜん鉄道 永平寺口駅 エリア,1
2023-05-01,福井,大本山永平寺,一乗谷朝倉氏遺跡 エリア,4
2023-05-01,福井,大本山永平寺,北陸新幹線 越前たけふ駅 エリア,1
2023-05-01,福井,大本山永平寺,大本山 永平寺 エリア,3
2023-05-01,福井,大本山永平寺,平泉寺白山神社 エリア,1
2023-05-01,福井,岡太神社・大瀧神社,大本山 永平寺 エリア,1
2023-05-01,福井,岡太神社・大瀧神社,越前そばの里 エリア,2
2023-05-01,福井,御食国若狭おばま食文化館 エリア,若狭和田ビーチ,1
2023-05-01,福井,敦賀赤レンガ倉庫,あわら湯のまち エリア,1
2023-05-01,福井,敦賀赤レンガ倉庫,金ヶ崎 エリア,1
2023-05-01,福井,東尋坊,一乗谷朝倉氏遺跡 エリア,1
2023-05-01,福井,東尋坊,大本山 永平寺 エリア,2
2023-05-01,福井,東尋坊,道の駅「パークイン丹生ヶ丘」 エリア,1
2023-05-01,福井,東尋坊 エリア,ふれあいパーク三里浜(道の駅「みくに」),1
2023-05-01,福井,氣比神宮,JR敦賀駅前 エリア,1
2023-05-01,福井,氣比神宮,JR芦原温泉駅 エリア,1
2023-05-01,福井,氣比神宮,北ノ庄 エリア,1
2023-05-01,福井,氣比神宮,北潟湖 エリア,1
2023-05-01,福井,氣比神宮,湖上館パムコ（水月湖）エリア,1
2023-05-01,福井,湖上館パムコ（水月湖）エリア,レインボーライン,1
2023-05-01,福井,熊川宿 エリア,敦賀赤レンガ倉庫,1
2023-05-01,福井,福井県立恐竜博物館,道の駅「恐竜渓谷かつやま」 エリア,1
2023-05-01,福井,福井駅前 エリア,東尋坊,1
2023-05-01,福井,福井駅前 エリア（宿泊施設）,北の庄城址・柴田公園,1
2023-05-01,福井,若州一滴文庫 エリア,ホテルうみんぴあ,1
2023-05-01,福井,若狭和田ビーチ,うみんぴあ大飯 エリア,2
2023-05-01,福井,西山動物園,まちの市場 こってコテいけだ エリア,1
2023-05-01,福井,越前そばの里 エリア,大本山永平寺,1
2023-05-01,福井,越前和紙の里,北潟湖 エリア,1
2023-05-01,福井,越前大仏,JR九頭竜湖駅 エリア,1
2023-05-01,福井,越前大仏,一乗谷朝倉氏遺跡 エリア,1
2023-05-01,福井,越前大野城,一乗谷朝倉氏遺跡 エリア,1
2023-05-01,福井,越前大野城,丸岡城 エリア,1
2023-05-01,福井,越前大野城・城下町 エリア,丸岡城,2
2023-05-01,福井,越前大野城・城下町 エリア,氣比神宮,1
2023-05-01,福井,道の駅「シーサイド高浜」 エリア,舞鶴（京都府）,1
2023-05-01,福井,道の駅「恐竜渓谷かつやま」,大本山 永平寺 エリア,1
2023-05-01,福井,道の駅「恐竜渓谷かつやま」 エリア,はたや記念館 ゆめおーれ勝山,1
2023-05-01,福井,道の駅「恐竜渓谷かつやま」 エリア,東尋坊,1
2023-05-01,福井,道の駅「若狭熊川宿」,熊川宿 エリア,1
2023-05-01,福井,道の駅「越前」,紫式部公園 エリア,1
2023-05-01,福井,金ヶ崎 エリア,レインボーライン,1
2023-05-02,福井,JR芦原温泉駅 エリア,東尋坊,1
2023-05-02,福井,あわら温泉街,大本山 永平寺 エリア,1
2023-05-02,福井,あわら湯のまち エリア,あわら温泉屋台村「湯けむり横丁」,1
2023-05-02,福井,あわら湯のまち エリア,ふれあいパーク三里浜(道の駅「みくに」),1
2023-05-02,福井,あわら湯のまち エリア,三國湊レトロ,1
2023-05-02,福井,あわら湯のまち エリア,丸岡城,1
2023-05-02,福井,あわら湯のまち エリア,東尋坊,1
2023-05-02,福井,うみんぴあ大飯 エリア,福井県こども家族館,1
2023-05-02,福井,うみんぴあ大飯 エリア,道の駅「うみんぴあ大飯」,1
2023-05-02,福井,えちぜん鉄道 松岡駅 エリア,越前大野城,1
2023-05-02,福井,えちぜん鉄道 永平寺口駅 エリア,一乗谷朝倉氏遺跡,2
2023-05-02,福井,ふくい鮮いちば エリア,敦賀赤レンガ倉庫,2
2023-05-02,福井,めがねミュージアム,道の駅「西山公園」 エリア,1
2023-05-02,福井,エルガイアおおい,うみんぴあ大飯 エリア,1
2023-05-02,福井,ホテルうみんぴあ,道の駅「シーサイド高浜」 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 松岡駅 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,えちぜん鉄道 永平寺口駅 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,2
2023-05-02,福井,一乗谷朝倉氏遺跡,湖上館パムコ（水月湖）エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,道の駅「パークイン丹生ヶ丘」 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,道の駅「恐竜渓谷かつやま」 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡,道の駅「西山公園」 エリア,1
2023-05-02,福井,一乗谷朝倉氏遺跡 エリア,丸岡城,1
2023-05-02,福井,一乗谷朝倉氏遺跡 エリア,越前大野城,1
2023-05-02,福井,三丁町,小浜 エリア（宿泊施設）,1
2023-05-02,福井,三国サンセットビーチ,ふくい鮮いちば エリア,1
2023-05-02,福井,三方五湖,大本山 永平寺 エリア,1
2023-05-02,福井,丸岡城,JR九頭竜湖駅 エリア,1
2023-05-02,福井,丸岡城,えちぜん鉄道 永平寺口駅 エリア,1
2023-05-02,福井,丸岡城,北陸新幹線 越前たけふ駅 エリア,1
2023-05-02,福井,丸岡城,道の駅「恐竜渓谷かつやま」 エリア,1
2023-05-02,福井,人道の港 敦賀ムゼウム,金ヶ崎 エリア,1
2023-05-02,福井,今庄宿,道の駅「南えちぜん山海里」 エリア,2
2023-05-02,福井,今庄宿 エリア,道の駅「南えちぜん山海里」,1
2023-05-02,福井,劔神社 エリア,敦賀赤レンガ倉庫,1
2023-05-02,福井,北潟湖 エリア,一乗谷朝倉氏遺跡,1
2023-05-02,福井,北陸新幹線 越前たけふ駅 エリア,レインボーライン,1
2023-05-02,福井,北陸新幹線 越前たけふ駅 エリア,越前大仏,1
2023-05-02,福井,吉崎御坊跡,ふくい鮮いちば エリア,1
2023-05-02,福井,大本山 永平寺 エリア,一乗谷朝倉氏遺跡,1
2023-05-02,福井,大本山 永平寺 エリア,北の庄城址・柴田公園,1
2023-05-02,福井,大本山 永平寺 エリア,平泉寺白山神社,1
2023-05-02,福井,大本山 永平寺 エリア,東尋坊,2
2023-05-02,福井,大本山 永平寺 エリア,道の駅「西山公園」,1
2023-05-02,福井,大本山永平寺,レインボーライン エリア,1
2023-05-02,福井,大本山永平寺,大本山 永平寺 エリア,1
2023-05-02,福井,宝慶寺,越前大野城・城下町 エリア,1
2023-05-02,福井,岡太神社・大瀧神社,湖上館パムコ（水月湖）エリア,1
2023-05-02,福井,東尋坊,JR芦原温泉駅 エリア,1
2023-05-02,福井,東尋坊,あわら湯のまち エリア,3
2023-05-02,福井,東尋坊,大本山 永平寺 エリア,1
2023-05-02,福井,武生駅 エリア,今庄宿,2
2023-05-02,福井,氣比神宮,レインボーライン エリア,1
2023-05-02,福井,氣比神宮,今庄宿 エリア,1
2023-05-02,福井,氣比神宮,武生駅 エリア,2
2023-05-02,福井,氣比神宮,金ヶ崎 エリア,1
2023-05-02,福井,永平寺,丸岡城 エリア,1
2023-05-02,福井,湖上館パムコ（水月湖）エリア,福井県年縞博物館,1
2023-05-02,福井,福井駅前 エリア,「ちひろの生まれた家」記念館,1
2023-05-02,福井,越前大野城,JR九頭竜湖駅 エリア,1
2023-05-02,福井,越前大野城,北潟湖 エリア,1
2023-05-02,福井,越前大野城,大本山 永平寺 エリア,2
2023-05-02,福井,越前大野城,越前大野城・城下町 エリア,1
2023-05-02,福井,越前大野城・城下町 エリア,一乗谷朝倉氏遺跡,2
2023-05-02,福井,越前大野城・城下町 エリア,敦賀赤レンガ倉庫,1
2023-05-02,福井,越前大野城・城下町 エリア,越前大仏,1
2023-05-02,福井,越前大野城・城下町 エリア,道の駅「越前おおの荒島の郷」,1
2023-05-02,福井,道の駅「うみんぴあ大飯」,うみんぴあ大飯 エリア,1
2023-05-02,福井,道の駅「パークイン丹生ヶ丘」 エリア,敦賀赤レンガ倉庫,1
2023-05-02,福井,道の駅「一乗谷あさくら水の駅」,越前大野城・城下町 エリア,1
2023-05-02,福井,道の駅「南えちぜん山海里」 エリア,今庄宿,1
2023-05-02,福井,道の駅「恐竜渓谷かつやま」 エリア,大本山永平寺,1
2023-05-02,福井,道の駅「越前」,道の駅「越前」 エリア,1
2023-05-02,福井,道の駅「越前」 エリア,劔神社,1
2023-05-02,福井,金ヶ崎 エリア,一乗谷朝倉氏遺跡,1
2023-05-02,福井,金ヶ崎 エリア,敦賀赤レンガ倉庫,1
2023-05-03,福井,JR九頭竜湖駅 エリア,越前大野城,2
2023-05-03,福井,JR九頭竜湖駅 エリア,郡上八幡（岐阜県）,1
2023-05-03,福井,JR敦賀駅前 エリア,日本海さかな街,1
2023-05-03,福井,JR敦賀駅前 エリア,氣比神宮,1
2023-05-03,福井,JR芦原温泉駅 エリア,吉崎御坊跡,1
2023-05-03,福井,あわら温泉街,あわら湯のまち エリア,1
2023-05-03,福井,あわら温泉街,東尋坊 エリア,1
2023-05-03,福井,あわら湯のまち エリア,大本山永平寺,2
2023-05-03,福井,あわら湯のまち エリア,越前大仏,1
2023-05-03,福井,うみんぴあ大飯 エリア,UMIKARA,1
2023-05-03,福井,うみんぴあ大飯 エリア,エルガイアおおい,1
2023-05-03,福井,うみんぴあ大飯 エリア,レインボーライン,1
2023-05-03,福井,うみんぴあ大飯 エリア,御食国若狭おばま食文化館,1
2023-05-03,福井,うみんぴあ大飯 エリア,道の駅「三方五湖」,1
2023-05-03,福井,かずら橋 エリア,越前大野城,1
2023-05-03,福井,ふれあいパーク三里浜(道の駅「みくに」),大本山 永平寺 エリア,1
2023-05-03,福井,エルガイアおおい,うみんぴあ大飯 エリア,2
2023-05-03,福井,スキージャム勝山 エリア,大本山永平寺,1
2023-05-03,福井,ツリーピクニックアドベンチャーいけだ,かずら橋 エリア,1
2023-05-03,福井,レインボーライン,レインボーライン エリア,1
2023-05-03,福井,レインボーライン エリア,御食国若狭おばま食文化館,1
2023-05-03,福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,6
2023-05-03,福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,1
2023-05-03,福井,一乗谷朝倉氏遺跡,日本海さかな街 エリア,1
2023-05-03,福井,一乗谷朝倉氏遺跡,明通寺 エリア,1
2023-05-03,福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,1
2023-05-03,福井,一乗谷朝倉氏遺跡 エリア,一乗谷朝倉氏遺跡,1
2023-05-03,福井,一乗谷朝倉氏遺跡 エリア,丸岡城,1
